locus,A_coeff,B_coeff,A,B,d,x21,tau_x21,canonical_x21,Assoc,rawI,rawB,rawH,I_tot,B_tot,H_tot,H_pos,H_neg_abs,N_neg,h_loc_min,h_loc_max,H_RRR,H_RRS,H_RSR,H_SRR,H_DIST
Hmin,020001,210000,011200122,222000111,012,011200122222000111012,111222000022211100012,011200122222000111012,171,1509,1674,-165,9054,10044,-990,1854,2844,369,-12,16,0,-810,0,0,-180
Hmin,021001,210000,020212101,222000111,012,020212101222000111012,111222000001220112012,020212101222000111012,171,1509,1674,-165,9054,10044,-990,1854,2844,369,-12,16,0,-810,0,0,-180
Hmax,020201,200000,011122011,222222222,100,011122011222222222100,111111111022022211200,011122011222222222100,234,1576,590,986,9456,3540,5916,6090,174,48,-10,18,654,1170,1692,678,1722
pure_frontier,020100,100000,000000222,111111111,222,000000222111111111222,222222222000111000111,000000222111111111222,282,1349,464,885,8094,2784,5310,5310,0,0,0,16,558,1044,1386,0,2322
pure_frontier,020200,200000,000111000,222222222,111,000111000222222222111,111111111000000222222,000111000222222222111,282,1349,464,885,8094,2784,5310,5310,0,0,0,16,558,1044,1386,0,2322
