locus,A_coeff,B_coeff,A,B,d,x21,tau_x21,canonical_x21,Assoc,rawI,rawB,rawH,I_tot,B_tot,H_tot,H_pos,H_neg_abs,N_neg,h_loc_min,h_loc_max,H_RRR,H_RRS,H_RSR,H_SRR,H_DIST
Hmin,120001,110000,122011200,111222000,012,122011200111222000012,222000111211100022012,122011200111222000012,180,1509,1647,-138,9054,9882,-828,1890,2718,333,-14,16,0,-810,0,0,-18
Hmin,120002,210000,100022211,222000111,012,100022211222000111012,111222000200122011012,100022211222000111012,180,1509,1647,-138,9054,9882,-828,1890,2718,333,-14,16,0,-810,0,0,-18
Hmin,121001,110000,101020212,111222000,012,101020212111222000012,222000111220112001012,101020212111222000012,180,1509,1647,-138,9054,9882,-828,1890,2718,333,-14,16,0,-810,0,0,-18
Hmin,121002,210000,112001220,222000111,012,112001220222000111012,111222000212101020012,111222000212101020012,180,1509,1647,-138,9054,9882,-828,1890,2718,333,-14,16,0,-810,0,0,-18
Hmax,120200,000002,111222111,022022022,100,111222111022022022100,011011011222222111200,011011011222222111200,150,1807,788,1019,10842,4728,6114,6204,90,21,-6,18,660,1170,1728,1152,1404
Hmax,120200,000002,111222111,022022022,200,111222111022022022200,011011011222222111100,011011011222222111100,159,1768,749,1019,10608,4494,6114,6198,84,21,-6,18,804,1044,1818,1044,1404
pure_frontier,120100,000000,111111000,000000000,222,111111000000000000222,000000000222000222111,000000000222000222111,219,1484,530,954,8904,3180,5724,5724,0,0,0,16,756,864,1512,432,2160
pure_frontier,120100,001002,111111000,001001001,222,111111000001001001222,020020020222000222111,020020020222000222111,255,1472,518,954,8832,3108,5724,5724,0,0,0,18,756,936,1458,864,1710
