profile,positive_monoid_size_from_FrontB,unique_continuation_operator_labels,unique_boundary_left_translation_labels,all_continuation_operators_have_K_or_T_normal_form,all_boundary_operators_are_left_translations,all_four_operators_in_W_row_x,envelope_pair_types,distance_types
PAB,51,27,9,True,True,True,93,9
