utc,node_index,expected_answer,rerun_answer,seconds,fixed_signature,reason,mismatch
2026-05-02T21:25:20+00:00,8359,unsat,unsat,1.554,"12=1,13=1,14=2,15=0,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:21+00:00,8360,unsat,unsat,0.141,"12=2,13=1,14=2,15=0,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:23+00:00,8361,unsat,unsat,2.625,"12=0,13=2,14=2,15=0,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:23+00:00,8362,unsat,unsat,0.304,"12=1,13=2,14=2,15=0,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:25+00:00,8363,unsat,unsat,1.099,"12=2,13=2,14=2,15=0,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:25+00:00,8364,unsat,unsat,0.321,"12=0,13=0,14=0,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:25+00:00,8365,unsat,unsat,0.26,"12=1,13=0,14=0,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:25+00:00,8366,unsat,unsat,0.258,"12=2,13=0,14=0,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:26+00:00,8367,unsat,unsat,0.432,"12=0,13=1,14=0,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:26+00:00,8368,unsat,unsat,0.471,"12=1,13=1,14=0,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:27+00:00,8369,unsat,unsat,0.805,"12=2,13=1,14=0,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:27+00:00,8370,unsat,unsat,0.336,"12=0,13=2,14=0,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:28+00:00,8371,unsat,unsat,0.093,"12=1,13=2,14=0,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:28+00:00,8372,unsat,unsat,0.654,"12=2,13=2,14=0,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:30+00:00,8373,unsat,unsat,1.736,"12=0,13=0,14=1,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:30+00:00,8374,unsat,unsat,0.36,"12=1,13=0,14=1,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:31+00:00,8375,unsat,unsat,0.914,"12=2,13=0,14=1,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:31+00:00,8376,unsat,unsat,0.248,"12=0,13=1,14=1,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:36+00:00,8377,unsat,unsat,4.394,"12=1,13=1,14=1,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:36+00:00,8378,unsat,unsat,0.238,"12=2,13=1,14=1,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:38+00:00,8379,unsat,unsat,1.946,"12=0,13=2,14=1,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:38+00:00,8380,unsat,unsat,0.01,"12=1,13=2,14=1,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:39+00:00,8381,unsat,unsat,0.942,"12=2,13=2,14=1,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:39+00:00,8382,unsat,unsat,0.35,"12=0,13=0,14=2,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:40+00:00,8383,unsat,unsat,0.616,"12=1,13=0,14=2,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:40+00:00,8384,unsat,unsat,0.428,"12=2,13=0,14=2,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:42+00:00,8385,unsat,unsat,1.178,"12=0,13=1,14=2,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:42+00:00,8386,unsat,unsat,0.903,"12=1,13=1,14=2,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:43+00:00,8387,unsat,unsat,0.366,"12=2,13=1,14=2,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:43+00:00,8388,unsat,unsat,0.408,"12=0,13=2,14=2,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:43+00:00,8389,unsat,unsat,0.193,"12=1,13=2,14=2,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:44+00:00,8390,unsat,unsat,0.205,"12=2,13=2,14=2,15=1,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:44+00:00,8391,unsat,unsat,0.137,"12=0,13=0,14=0,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:44+00:00,8392,unsat,unsat,0.134,"12=1,13=0,14=0,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:44+00:00,8393,unsat,unsat,0.231,"12=2,13=0,14=0,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:44+00:00,8394,unsat,unsat,0.244,"12=0,13=1,14=0,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:45+00:00,8395,unsat,unsat,0.514,"12=1,13=1,14=0,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:48+00:00,8396,unsat,unsat,3.062,"12=2,13=1,14=0,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:48+00:00,8397,unsat,unsat,0.318,"12=0,13=2,14=0,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:49+00:00,8398,unsat,unsat,0.227,"12=1,13=2,14=0,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:49+00:00,8399,unsat,unsat,0.959,"12=2,13=2,14=0,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:50+00:00,8400,unsat,unsat,0.285,"12=0,13=0,14=1,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:50+00:00,8401,unsat,unsat,0.172,"12=1,13=0,14=1,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:51+00:00,8402,unsat,unsat,1.53,"12=2,13=0,14=1,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:52+00:00,8403,unsat,unsat,0.192,"12=0,13=1,14=1,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:53+00:00,8404,unsat,unsat,1.181,"12=1,13=1,14=1,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:56+00:00,8405,unsat,unsat,3.338,"12=2,13=1,14=1,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:57+00:00,8406,unsat,unsat,0.846,"12=0,13=2,14=1,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:57+00:00,8407,unsat,unsat,0.084,"12=1,13=2,14=1,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:58+00:00,8408,unsat,unsat,1.119,"12=2,13=2,14=1,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:59+00:00,8409,unsat,unsat,0.333,"12=0,13=0,14=2,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:25:59+00:00,8410,unsat,unsat,0.233,"12=1,13=0,14=2,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:00+00:00,8411,unsat,unsat,0.952,"12=2,13=0,14=2,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:01+00:00,8412,unsat,unsat,1.325,"12=0,13=1,14=2,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:02+00:00,8413,unsat,unsat,1.167,"12=1,13=1,14=2,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:02+00:00,8414,unsat,unsat,0.037,"12=2,13=1,14=2,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:02+00:00,8415,unsat,unsat,0.078,"12=0,13=2,14=2,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:02+00:00,8416,unsat,unsat,0.134,"12=1,13=2,14=2,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:03+00:00,8417,unsat,unsat,0.075,"12=2,13=2,14=2,15=2,16=1,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:04+00:00,8418,unsat,unsat,1.571,"12=0,13=0,14=0,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:05+00:00,8419,unsat,unsat,0.546,"12=1,13=0,14=0,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:07+00:00,8420,unsat,unsat,1.924,"12=2,13=0,14=0,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:09+00:00,8421,unsat,unsat,2.006,"12=0,13=1,14=0,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:09+00:00,8422,unsat,unsat,0.653,"12=1,13=1,14=0,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:10+00:00,8423,unsat,unsat,1.209,"12=2,13=1,14=0,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:24+00:00,8424,unsat,unsat,2.674,"12=0,13=2,14=0,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:25+00:00,8425,unsat,unsat,0.974,"12=1,13=2,14=0,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:27+00:00,8426,unsat,unsat,2.342,"12=2,13=2,14=0,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:29+00:00,8427,unsat,unsat,1.84,"12=0,13=0,14=1,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:30+00:00,8428,unsat,unsat,0.894,"12=1,13=0,14=1,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:32+00:00,8429,unsat,unsat,2.251,"12=2,13=0,14=1,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:32+00:00,8430,unsat,unsat,0.405,"12=0,13=1,14=1,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:35+00:00,8431,unsat,unsat,2.325,"12=1,13=1,14=1,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:35+00:00,8432,unsat,unsat,0.34,"12=2,13=1,14=1,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:43+00:00,8433,unsat,unsat,7.55,"12=0,13=2,14=1,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:43+00:00,8434,unsat,unsat,0.03,"12=1,13=2,14=1,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:43+00:00,8435,unsat,unsat,0.443,"12=2,13=2,14=1,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:48+00:00,8436,unsat,unsat,4.476,"12=0,13=0,14=2,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:48+00:00,8437,unsat,unsat,0.549,"12=1,13=0,14=2,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:49+00:00,8438,unsat,unsat,0.71,"12=2,13=0,14=2,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:52+00:00,8439,unsat,unsat,3.521,"12=0,13=1,14=2,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:53+00:00,8440,unsat,unsat,0.626,"12=1,13=1,14=2,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:53+00:00,8441,unsat,unsat,0.204,"12=2,13=1,14=2,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8442,unsat,unsat,3.754,"12=0,13=2,14=2,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8443,unsat,unsat,0.241,"12=1,13=2,14=2,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8444,unsat,unsat,0.015,"12=2,13=2,14=2,15=0,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8445,unsat,unsat,0.006,"12=0,13=0,14=0,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8446,unsat,unsat,0.012,"12=1,13=0,14=0,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8447,unsat,unsat,0.005,"12=2,13=0,14=0,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8448,unsat,unsat,0.002,"12=0,13=1,14=0,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8449,unsat,unsat,0.001,"12=1,13=1,14=0,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8450,unsat,unsat,0.003,"12=2,13=1,14=0,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8451,unsat,unsat,0.003,"12=0,13=2,14=0,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8452,unsat,unsat,0.004,"12=1,13=2,14=0,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8453,unsat,unsat,0.004,"12=2,13=2,14=0,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8454,unsat,unsat,0.004,"12=0,13=0,14=1,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8455,unsat,unsat,0.009,"12=1,13=0,14=1,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8456,unsat,unsat,0.003,"12=2,13=0,14=1,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8457,unsat,unsat,0.003,"12=0,13=1,14=1,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8458,unsat,unsat,0.003,"12=1,13=1,14=1,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8459,unsat,unsat,0.003,"12=2,13=1,14=1,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8460,unsat,unsat,0.003,"12=0,13=2,14=1,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8461,unsat,unsat,0.003,"12=1,13=2,14=1,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8462,unsat,unsat,0.003,"12=2,13=2,14=1,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8463,unsat,unsat,0.003,"12=0,13=0,14=2,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8464,unsat,unsat,0.006,"12=1,13=0,14=2,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8465,unsat,unsat,0.004,"12=2,13=0,14=2,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8466,unsat,unsat,0.003,"12=0,13=1,14=2,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8467,unsat,unsat,0.017,"12=1,13=1,14=2,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8468,unsat,unsat,0.003,"12=2,13=1,14=2,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8469,unsat,unsat,0.004,"12=0,13=2,14=2,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8470,unsat,unsat,0.008,"12=1,13=2,14=2,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:57+00:00,8471,unsat,unsat,0.007,"12=2,13=2,14=2,15=1,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:58+00:00,8472,unsat,unsat,0.321,"12=0,13=0,14=0,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:58+00:00,8473,unsat,unsat,0.179,"12=1,13=0,14=0,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:58+00:00,8474,unsat,unsat,0.334,"12=2,13=0,14=0,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:58+00:00,8475,unsat,unsat,0.248,"12=0,13=1,14=0,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:59+00:00,8476,unsat,unsat,0.145,"12=1,13=1,14=0,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:59+00:00,8477,unsat,unsat,0.502,"12=2,13=1,14=0,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:26:59+00:00,8478,unsat,unsat,0.365,"12=0,13=2,14=0,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:00+00:00,8479,unsat,unsat,0.181,"12=1,13=2,14=0,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:00+00:00,8480,unsat,unsat,0.765,"12=2,13=2,14=0,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:01+00:00,8481,unsat,unsat,0.698,"12=0,13=0,14=1,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:02+00:00,8482,unsat,unsat,0.541,"12=1,13=0,14=1,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:02+00:00,8483,unsat,unsat,0.715,"12=2,13=0,14=1,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:03+00:00,8484,unsat,unsat,0.301,"12=0,13=1,14=1,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:03+00:00,8485,unsat,unsat,0.689,"12=1,13=1,14=1,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:05+00:00,8486,unsat,unsat,1.421,"12=2,13=1,14=1,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:06+00:00,8487,unsat,unsat,1.003,"12=0,13=2,14=1,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:06+00:00,8488,unsat,unsat,0.033,"12=1,13=2,14=1,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:08+00:00,8489,unsat,unsat,2.575,"12=2,13=2,14=1,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:09+00:00,8490,unsat,unsat,0.193,"12=0,13=0,14=2,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:09+00:00,8491,unsat,unsat,0.514,"12=1,13=0,14=2,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:10+00:00,8492,unsat,unsat,0.453,"12=2,13=0,14=2,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:10+00:00,8493,unsat,unsat,0.346,"12=0,13=1,14=2,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:10+00:00,8494,unsat,unsat,0.198,"12=1,13=1,14=2,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:10+00:00,8495,unsat,unsat,0.081,"12=2,13=1,14=2,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:10+00:00,8496,unsat,unsat,0.131,"12=0,13=2,14=2,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:11+00:00,8497,unsat,unsat,0.206,"12=1,13=2,14=2,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:11+00:00,8498,unsat,unsat,0.664,"12=2,13=2,14=2,15=2,16=2,17=1,18=2,19=0,20=1",,0
2026-05-02T21:27:11+00:00,8499,unsat,unsat,0.256,"12=0,13=0,14=0,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8500,unsat,unsat,0.261,"12=1,13=0,14=0,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8501,unsat,unsat,0.043,"12=2,13=0,14=0,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8502,unsat,unsat,0.064,"12=0,13=1,14=0,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8503,unsat,unsat,0.02,"12=1,13=1,14=0,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8504,unsat,unsat,0.044,"12=2,13=1,14=0,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8505,unsat,unsat,0.119,"12=0,13=2,14=0,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8506,unsat,unsat,0.079,"12=1,13=2,14=0,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8507,unsat,unsat,0.033,"12=2,13=2,14=0,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8508,unsat,unsat,0.271,"12=0,13=0,14=1,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8509,unsat,unsat,0.024,"12=1,13=0,14=1,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8510,unsat,unsat,0.031,"12=2,13=0,14=1,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8511,unsat,unsat,0.013,"12=0,13=1,14=1,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8512,unsat,unsat,0.005,"12=1,13=1,14=1,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8513,unsat,unsat,0.004,"12=2,13=1,14=1,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8514,unsat,unsat,0.004,"12=0,13=2,14=1,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8515,unsat,unsat,0.004,"12=1,13=2,14=1,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8516,unsat,unsat,0.003,"12=2,13=2,14=1,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8517,unsat,unsat,0.004,"12=0,13=0,14=2,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8518,unsat,unsat,0.004,"12=1,13=0,14=2,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8519,unsat,unsat,0.004,"12=2,13=0,14=2,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8520,unsat,unsat,0.004,"12=0,13=1,14=2,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8521,unsat,unsat,0.004,"12=1,13=1,14=2,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8522,unsat,unsat,0.004,"12=2,13=1,14=2,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8523,unsat,unsat,0.004,"12=0,13=2,14=2,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8524,unsat,unsat,0.004,"12=1,13=2,14=2,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:12+00:00,8525,unsat,unsat,0.004,"12=2,13=2,14=2,15=0,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:14+00:00,8526,unsat,unsat,1.624,"12=0,13=0,14=0,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:14+00:00,8527,unsat,unsat,0.189,"12=1,13=0,14=0,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:18+00:00,8528,unsat,unsat,3.295,"12=2,13=0,14=0,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:18+00:00,8529,unsat,unsat,0.867,"12=0,13=1,14=0,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:19+00:00,8530,unsat,unsat,0.789,"12=1,13=1,14=0,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:20+00:00,8531,unsat,unsat,1.019,"12=2,13=1,14=0,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:22+00:00,8532,unsat,unsat,1.457,"12=0,13=2,14=0,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:24+00:00,8533,unsat,unsat,2.623,"12=1,13=2,14=0,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:26+00:00,8534,unsat,unsat,1.713,"12=2,13=2,14=0,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:28+00:00,8535,unsat,unsat,2.39,"12=0,13=0,14=1,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:30+00:00,8536,unsat,unsat,1.507,"12=1,13=0,14=1,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:33+00:00,8537,unsat,unsat,2.723,"12=2,13=0,14=1,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:34+00:00,8538,unsat,unsat,0.814,"12=0,13=1,14=1,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:35+00:00,8539,unsat,unsat,1.632,"12=1,13=1,14=1,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:36+00:00,8540,unsat,unsat,0.584,"12=2,13=1,14=1,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:37+00:00,8541,unsat,unsat,1.323,"12=0,13=2,14=1,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:37+00:00,8542,unsat,unsat,0.054,"12=1,13=2,14=1,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:38+00:00,8543,unsat,unsat,0.989,"12=2,13=2,14=1,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:41+00:00,8544,unsat,unsat,3.127,"12=0,13=0,14=2,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:50+00:00,8545,unsat,unsat,8.697,"12=1,13=0,14=2,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:53+00:00,8546,unsat,unsat,3.024,"12=2,13=0,14=2,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:55+00:00,8547,unsat,unsat,2.548,"12=0,13=1,14=2,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:58+00:00,8548,unsat,unsat,2.163,"12=1,13=1,14=2,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:27:58+00:00,8549,unsat,unsat,0.014,"12=2,13=1,14=2,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:28:00+00:00,8550,unsat,unsat,2.729,"12=0,13=2,14=2,15=1,16=0,17=2,18=2,19=0,20=1",,0
2026-05-02T21:28:01+00:00,8551,unsat,unsat,0.954,"12=1,13=2,14=2,15=1,16=0,17=2,18=2,19=0,20=1",,0
