center,radius,H_tot,count
degree2_Hmax_representative,2,4968,2
degree2_Hmax_representative,2,4974,1
degree2_Hmax_representative,2,4986,1
degree2_Hmax_representative,2,4992,1
degree2_Hmax_representative,2,5004,1
degree2_Hmax_representative,2,5016,1
degree2_Hmax_representative,2,5022,1
degree2_Hmax_representative,2,5034,1
degree2_Hmax_representative,2,5070,1
degree2_Hmax_representative,2,5076,2
degree2_Hmax_representative,2,5088,1
degree2_Hmax_representative,2,5124,1
degree2_Hmax_representative,2,5130,1
degree2_Hmax_representative,2,5136,1
degree2_Hmax_representative,2,5142,1
degree2_Hmax_representative,2,5148,1
degree2_Hmax_representative,2,5154,2
degree2_Hmax_representative,2,5166,1
degree2_Hmax_representative,2,5184,1
degree2_Hmax_representative,2,5190,3
degree2_Hmax_representative,2,5196,1
degree2_Hmax_representative,2,5208,2
degree2_Hmax_representative,2,5220,3
degree2_Hmax_representative,2,5232,2
degree2_Hmax_representative,2,5238,1
degree2_Hmax_representative,2,5244,2
degree2_Hmax_representative,2,5250,2
degree2_Hmax_representative,2,5256,1
degree2_Hmax_representative,2,5262,1
degree2_Hmax_representative,2,5268,2
degree2_Hmax_representative,2,5280,2
degree2_Hmax_representative,2,5286,1
degree2_Hmax_representative,2,5298,1
degree2_Hmax_representative,2,5304,1
degree2_Hmax_representative,2,5310,1
degree2_Hmax_representative,2,5322,1
degree2_Hmax_representative,2,5328,4
degree2_Hmax_representative,2,5334,3
degree2_Hmax_representative,2,5340,1
degree2_Hmax_representative,2,5346,3
degree2_Hmax_representative,2,5352,1
degree2_Hmax_representative,2,5358,1
degree2_Hmax_representative,2,5364,2
degree2_Hmax_representative,2,5370,3
degree2_Hmax_representative,2,5376,1
degree2_Hmax_representative,2,5388,4
degree2_Hmax_representative,2,5394,1
degree2_Hmax_representative,2,5400,3
degree2_Hmax_representative,2,5406,1
degree2_Hmax_representative,2,5412,2
degree2_Hmax_representative,2,5418,1
degree2_Hmax_representative,2,5424,2
degree2_Hmax_representative,2,5436,3
degree2_Hmax_representative,2,5448,1
degree2_Hmax_representative,2,5454,5
degree2_Hmax_representative,2,5460,2
degree2_Hmax_representative,2,5472,3
degree2_Hmax_representative,2,5484,1
degree2_Hmax_representative,2,5490,2
degree2_Hmax_representative,2,5496,5
degree2_Hmax_representative,2,5502,4
degree2_Hmax_representative,2,5508,2
degree2_Hmax_representative,2,5514,2
degree2_Hmax_representative,2,5520,2
degree2_Hmax_representative,2,5526,4
degree2_Hmax_representative,2,5532,2
degree2_Hmax_representative,2,5538,1
degree2_Hmax_representative,2,5544,7
degree2_Hmax_representative,2,5550,2
degree2_Hmax_representative,2,5556,8
degree2_Hmax_representative,2,5562,2
degree2_Hmax_representative,2,5568,6
degree2_Hmax_representative,2,5574,4
degree2_Hmax_representative,2,5580,3
degree2_Hmax_representative,2,5586,4
degree2_Hmax_representative,2,5592,2
degree2_Hmax_representative,2,5598,5
degree2_Hmax_representative,2,5604,6
degree2_Hmax_representative,2,5610,5
degree2_Hmax_representative,2,5616,4
degree2_Hmax_representative,2,5622,3
degree2_Hmax_representative,2,5628,5
degree2_Hmax_representative,2,5634,2
degree2_Hmax_representative,2,5640,5
degree2_Hmax_representative,2,5646,4
degree2_Hmax_representative,2,5652,4
degree2_Hmax_representative,2,5658,3
degree2_Hmax_representative,2,5664,4
degree2_Hmax_representative,2,5670,6
degree2_Hmax_representative,2,5676,5
degree2_Hmax_representative,2,5682,4
degree2_Hmax_representative,2,5688,5
degree2_Hmax_representative,2,5694,3
degree2_Hmax_representative,2,5700,5
degree2_Hmax_representative,2,5706,2
degree2_Hmax_representative,2,5718,2
degree2_Hmax_representative,2,5724,3
degree2_Hmax_representative,2,5730,4
degree2_Hmax_representative,2,5736,5
degree2_Hmax_representative,2,5742,5
degree2_Hmax_representative,2,5748,1
degree2_Hmax_representative,2,5754,7
degree2_Hmax_representative,2,5760,7
degree2_Hmax_representative,2,5766,5
degree2_Hmax_representative,2,5772,5
degree2_Hmax_representative,2,5778,4
degree2_Hmax_representative,2,5784,7
degree2_Hmax_representative,2,5790,6
degree2_Hmax_representative,2,5796,4
degree2_Hmax_representative,2,5802,5
degree2_Hmax_representative,2,5808,8
degree2_Hmax_representative,2,5814,3
degree2_Hmax_representative,2,5820,8
degree2_Hmax_representative,2,5826,6
degree2_Hmax_representative,2,5832,2
degree2_Hmax_representative,2,5838,4
degree2_Hmax_representative,2,5844,8
degree2_Hmax_representative,2,5850,2
degree2_Hmax_representative,2,5856,5
degree2_Hmax_representative,2,5862,10
degree2_Hmax_representative,2,5868,11
degree2_Hmax_representative,2,5874,2
degree2_Hmax_representative,2,5880,3
degree2_Hmax_representative,2,5886,5
degree2_Hmax_representative,2,5892,4
degree2_Hmax_representative,2,5898,7
degree2_Hmax_representative,2,5904,5
degree2_Hmax_representative,2,5910,7
degree2_Hmax_representative,2,5916,7
degree2_Hmax_representative,2,5922,4
degree2_Hmax_representative,2,5928,7
degree2_Hmax_representative,2,5934,3
degree2_Hmax_representative,2,5940,5
degree2_Hmax_representative,2,5946,3
degree2_Hmax_representative,2,5952,9
degree2_Hmax_representative,2,5958,7
degree2_Hmax_representative,2,5964,3
degree2_Hmax_representative,2,5970,3
degree2_Hmax_representative,2,5976,5
degree2_Hmax_representative,2,5982,5
degree2_Hmax_representative,2,5988,5
degree2_Hmax_representative,2,6000,4
degree2_Hmax_representative,2,6006,6
degree2_Hmax_representative,2,6012,8
degree2_Hmax_representative,2,6018,2
degree2_Hmax_representative,2,6024,2
degree2_Hmax_representative,2,6030,4
degree2_Hmax_representative,2,6036,5
degree2_Hmax_representative,2,6042,4
degree2_Hmax_representative,2,6048,4
degree2_Hmax_representative,2,6054,3
degree2_Hmax_representative,2,6060,9
degree2_Hmax_representative,2,6066,1
degree2_Hmax_representative,2,6072,8
degree2_Hmax_representative,2,6078,4
degree2_Hmax_representative,2,6084,3
degree2_Hmax_representative,2,6090,6
degree2_Hmax_representative,2,6096,3
degree2_Hmax_representative,2,6102,3
degree2_Hmax_representative,2,6108,3
degree2_Hmax_representative,2,6114,4
degree2_Hmax_representative,2,6120,3
degree2_Hmax_representative,2,6126,7
degree2_Hmax_representative,2,6132,5
degree2_Hmax_representative,2,6138,5
degree2_Hmax_representative,2,6144,3
degree2_Hmax_representative,2,6150,5
degree2_Hmax_representative,2,6156,6
degree2_Hmax_representative,2,6162,4
degree2_Hmax_representative,2,6168,6
degree2_Hmax_representative,2,6174,7
degree2_Hmax_representative,2,6180,5
degree2_Hmax_representative,2,6186,5
degree2_Hmax_representative,2,6192,7
degree2_Hmax_representative,2,6198,1
degree2_Hmax_representative,2,6204,5
degree2_Hmax_representative,2,6210,5
degree2_Hmax_representative,2,6216,5
degree2_Hmax_representative,2,6222,3
degree2_Hmax_representative,2,6228,5
degree2_Hmax_representative,2,6234,4
degree2_Hmax_representative,2,6240,8
degree2_Hmax_representative,2,6252,5
degree2_Hmax_representative,2,6258,3
degree2_Hmax_representative,2,6264,2
degree2_Hmax_representative,2,6270,2
degree2_Hmax_representative,2,6276,2
degree2_Hmax_representative,2,6282,5
degree2_Hmax_representative,2,6288,7
degree2_Hmax_representative,2,6294,2
degree2_Hmax_representative,2,6300,6
degree2_Hmax_representative,2,6306,5
degree2_Hmax_representative,2,6312,4
degree2_Hmax_representative,2,6318,4
degree2_Hmax_representative,2,6324,2
degree2_Hmax_representative,2,6330,2
degree2_Hmax_representative,2,6342,1
degree2_Hmax_representative,2,6348,1
degree2_Hmax_representative,2,6354,4
degree2_Hmax_representative,2,6360,3
degree2_Hmax_representative,2,6366,3
degree2_Hmax_representative,2,6372,2
degree2_Hmax_representative,2,6378,1
degree2_Hmax_representative,2,6384,6
degree2_Hmax_representative,2,6390,2
degree2_Hmax_representative,2,6396,3
degree2_Hmax_representative,2,6402,1
degree2_Hmax_representative,2,6408,3
degree2_Hmax_representative,2,6414,3
degree2_Hmax_representative,2,6420,1
degree2_Hmax_representative,2,6426,2
degree2_Hmax_representative,2,6432,2
degree2_Hmax_representative,2,6438,1
degree2_Hmax_representative,2,6444,1
degree2_Hmax_representative,2,6450,1
degree2_Hmax_representative,2,6456,5
degree2_Hmax_representative,2,6462,3
degree2_Hmax_representative,2,6474,3
degree2_Hmax_representative,2,6480,5
degree2_Hmax_representative,2,6486,2
degree2_Hmax_representative,2,6492,4
degree2_Hmax_representative,2,6498,2
degree2_Hmax_representative,2,6504,1
degree2_Hmax_representative,2,6516,3
degree2_Hmax_representative,2,6522,1
degree2_Hmax_representative,2,6534,1
degree2_Hmax_representative,2,6552,1
degree2_Hmax_representative,2,6564,3
degree2_Hmax_representative,2,6570,1
degree2_Hmax_representative,2,6582,2
degree2_Hmax_representative,2,6594,1
degree2_Hmax_representative,2,6600,1
degree2_Hmax_representative,2,6606,1
degree2_Hmax_representative,2,6612,1
degree2_Hmax_representative,2,6624,1
degree2_Hmax_representative,2,6630,3
degree2_Hmax_representative,2,6642,2
degree2_Hmax_representative,2,6648,2
degree2_Hmax_representative,2,6660,1
degree2_Hmax_representative,2,6672,1
degree2_Hmax_representative,2,6690,2
degree2_Hmax_representative,2,6696,1
degree2_Hmax_representative,2,6714,1
degree2_Hmax_representative,2,6726,1
degree2_Hmax_representative,2,6738,1
degree2_Hmax_representative,2,6744,2
degree2_Hmax_representative,2,6762,1
degree2_Hmax_representative,2,6798,1
degree2_Hmax_representative,2,6816,1
degree2_Hmax_representative,2,6846,3
degree2_Hmax_representative,2,6864,1
degree2_Hmax_representative,2,6876,2
degree2_Hmax_representative,2,6906,1
degree2_Hmax_representative,2,6912,1
degree2_Hmax_representative,2,6924,1
global_Assoc_min_representative,1,288,1
global_Assoc_min_representative,1,426,1
global_Assoc_min_representative,1,516,1
global_Assoc_min_representative,1,666,1
global_Assoc_min_representative,1,1170,1
global_Assoc_min_representative,1,1176,1
global_Assoc_min_representative,1,1296,1
global_Assoc_min_representative,1,1554,1
global_Assoc_min_representative,1,1578,1
global_Assoc_min_representative,1,1596,1
global_Assoc_min_representative,1,1686,1
global_Assoc_min_representative,1,1710,1
global_Assoc_min_representative,1,1740,1
global_Assoc_min_representative,1,1746,1
global_Assoc_min_representative,1,1800,1
global_Assoc_min_representative,1,1854,1
global_Assoc_min_representative,1,1860,1
global_Assoc_min_representative,1,1896,2
global_Assoc_min_representative,1,1920,1
global_Assoc_min_representative,1,1938,1
global_Assoc_min_representative,1,2028,1
global_Assoc_min_representative,1,2040,1
global_Assoc_min_representative,1,2106,1
global_Assoc_min_representative,1,2112,1
global_Assoc_min_representative,1,2178,1
global_Assoc_min_representative,1,2316,1
global_Assoc_min_representative,1,2364,1
global_Assoc_min_representative,1,2424,1
global_Assoc_min_representative,1,2460,1
global_Assoc_min_representative,1,2466,1
global_Assoc_min_representative,1,2496,1
global_Assoc_min_representative,1,2514,1
global_Assoc_min_representative,1,2562,1
global_Assoc_min_representative,1,2592,1
global_Assoc_min_representative,1,2598,1
global_Assoc_min_representative,1,2610,1
global_Assoc_min_representative,1,2688,1
global_Assoc_min_representative,1,2814,1
global_Assoc_min_representative,1,2844,1
global_Assoc_min_representative,1,2892,1
global_Assoc_min_representative,1,2934,1
global_Assoc_min_representative,2,-6,1
global_Assoc_min_representative,2,120,1
global_Assoc_min_representative,2,186,1
global_Assoc_min_representative,2,198,1
global_Assoc_min_representative,2,294,1
global_Assoc_min_representative,2,300,1
global_Assoc_min_representative,2,312,1
global_Assoc_min_representative,2,348,1
global_Assoc_min_representative,2,390,2
global_Assoc_min_representative,2,438,1
global_Assoc_min_representative,2,444,1
global_Assoc_min_representative,2,486,1
global_Assoc_min_representative,2,498,1
global_Assoc_min_representative,2,504,1
global_Assoc_min_representative,2,510,1
global_Assoc_min_representative,2,522,1
global_Assoc_min_representative,2,564,2
global_Assoc_min_representative,2,576,3
global_Assoc_min_representative,2,588,1
global_Assoc_min_representative,2,594,1
global_Assoc_min_representative,2,606,1
global_Assoc_min_representative,2,612,1
global_Assoc_min_representative,2,618,1
global_Assoc_min_representative,2,630,1
global_Assoc_min_representative,2,642,1
global_Assoc_min_representative,2,648,2
global_Assoc_min_representative,2,666,1
global_Assoc_min_representative,2,672,1
global_Assoc_min_representative,2,684,1
global_Assoc_min_representative,2,714,1
global_Assoc_min_representative,2,726,1
global_Assoc_min_representative,2,732,1
global_Assoc_min_representative,2,756,1
global_Assoc_min_representative,2,768,1
global_Assoc_min_representative,2,780,1
global_Assoc_min_representative,2,786,1
global_Assoc_min_representative,2,798,3
global_Assoc_min_representative,2,804,1
global_Assoc_min_representative,2,840,1
global_Assoc_min_representative,2,852,1
global_Assoc_min_representative,2,870,1
global_Assoc_min_representative,2,876,1
global_Assoc_min_representative,2,882,1
global_Assoc_min_representative,2,894,1
global_Assoc_min_representative,2,936,1
global_Assoc_min_representative,2,942,1
global_Assoc_min_representative,2,948,2
global_Assoc_min_representative,2,954,1
global_Assoc_min_representative,2,960,2
global_Assoc_min_representative,2,966,1
global_Assoc_min_representative,2,978,1
global_Assoc_min_representative,2,990,1
global_Assoc_min_representative,2,996,1
global_Assoc_min_representative,2,1002,2
global_Assoc_min_representative,2,1008,2
global_Assoc_min_representative,2,1014,1
global_Assoc_min_representative,2,1026,2
global_Assoc_min_representative,2,1038,2
global_Assoc_min_representative,2,1050,1
global_Assoc_min_representative,2,1056,1
global_Assoc_min_representative,2,1086,1
global_Assoc_min_representative,2,1092,2
global_Assoc_min_representative,2,1098,1
global_Assoc_min_representative,2,1116,1
global_Assoc_min_representative,2,1122,2
global_Assoc_min_representative,2,1134,2
global_Assoc_min_representative,2,1140,1
global_Assoc_min_representative,2,1164,1
global_Assoc_min_representative,2,1176,2
global_Assoc_min_representative,2,1200,1
global_Assoc_min_representative,2,1206,1
global_Assoc_min_representative,2,1212,1
global_Assoc_min_representative,2,1218,1
global_Assoc_min_representative,2,1224,1
global_Assoc_min_representative,2,1254,2
global_Assoc_min_representative,2,1266,1
global_Assoc_min_representative,2,1284,2
global_Assoc_min_representative,2,1296,1
global_Assoc_min_representative,2,1302,1
global_Assoc_min_representative,2,1314,1
global_Assoc_min_representative,2,1320,1
global_Assoc_min_representative,2,1332,1
global_Assoc_min_representative,2,1338,1
global_Assoc_min_representative,2,1344,1
global_Assoc_min_representative,2,1350,1
global_Assoc_min_representative,2,1362,2
global_Assoc_min_representative,2,1386,1
global_Assoc_min_representative,2,1398,3
global_Assoc_min_representative,2,1404,1
global_Assoc_min_representative,2,1428,3
global_Assoc_min_representative,2,1434,3
global_Assoc_min_representative,2,1440,2
global_Assoc_min_representative,2,1446,2
global_Assoc_min_representative,2,1452,2
global_Assoc_min_representative,2,1458,3
global_Assoc_min_representative,2,1464,1
global_Assoc_min_representative,2,1476,2
global_Assoc_min_representative,2,1482,1
global_Assoc_min_representative,2,1488,1
global_Assoc_min_representative,2,1494,3
global_Assoc_min_representative,2,1500,1
global_Assoc_min_representative,2,1512,2
global_Assoc_min_representative,2,1518,2
global_Assoc_min_representative,2,1524,2
global_Assoc_min_representative,2,1530,2
global_Assoc_min_representative,2,1536,1
global_Assoc_min_representative,2,1542,2
global_Assoc_min_representative,2,1548,1
global_Assoc_min_representative,2,1554,2
global_Assoc_min_representative,2,1566,2
global_Assoc_min_representative,2,1578,3
global_Assoc_min_representative,2,1602,3
global_Assoc_min_representative,2,1608,2
global_Assoc_min_representative,2,1614,1
global_Assoc_min_representative,2,1620,1
global_Assoc_min_representative,2,1626,2
global_Assoc_min_representative,2,1632,3
global_Assoc_min_representative,2,1638,1
global_Assoc_min_representative,2,1644,3
global_Assoc_min_representative,2,1656,2
global_Assoc_min_representative,2,1680,2
global_Assoc_min_representative,2,1686,1
global_Assoc_min_representative,2,1692,1
global_Assoc_min_representative,2,1710,1
global_Assoc_min_representative,2,1716,2
global_Assoc_min_representative,2,1722,5
global_Assoc_min_representative,2,1728,2
global_Assoc_min_representative,2,1734,1
global_Assoc_min_representative,2,1740,2
global_Assoc_min_representative,2,1752,1
global_Assoc_min_representative,2,1758,2
global_Assoc_min_representative,2,1764,4
global_Assoc_min_representative,2,1770,1
global_Assoc_min_representative,2,1776,2
global_Assoc_min_representative,2,1788,1
global_Assoc_min_representative,2,1794,1
global_Assoc_min_representative,2,1806,2
global_Assoc_min_representative,2,1812,1
global_Assoc_min_representative,2,1818,1
global_Assoc_min_representative,2,1830,2
global_Assoc_min_representative,2,1842,2
global_Assoc_min_representative,2,1848,2
global_Assoc_min_representative,2,1854,1
global_Assoc_min_representative,2,1860,2
global_Assoc_min_representative,2,1872,3
global_Assoc_min_representative,2,1878,2
global_Assoc_min_representative,2,1884,1
global_Assoc_min_representative,2,1890,1
global_Assoc_min_representative,2,1908,5
global_Assoc_min_representative,2,1914,3
global_Assoc_min_representative,2,1920,1
global_Assoc_min_representative,2,1926,1
global_Assoc_min_representative,2,1932,2
global_Assoc_min_representative,2,1938,1
global_Assoc_min_representative,2,1944,1
global_Assoc_min_representative,2,1950,7
global_Assoc_min_representative,2,1956,1
global_Assoc_min_representative,2,1962,1
global_Assoc_min_representative,2,1968,3
global_Assoc_min_representative,2,1974,1
global_Assoc_min_representative,2,1980,1
global_Assoc_min_representative,2,1986,3
global_Assoc_min_representative,2,1992,3
global_Assoc_min_representative,2,1998,3
global_Assoc_min_representative,2,2004,1
global_Assoc_min_representative,2,2010,4
global_Assoc_min_representative,2,2022,2
global_Assoc_min_representative,2,2028,1
global_Assoc_min_representative,2,2034,1
global_Assoc_min_representative,2,2040,2
global_Assoc_min_representative,2,2046,2
global_Assoc_min_representative,2,2058,1
global_Assoc_min_representative,2,2064,1
global_Assoc_min_representative,2,2070,1
global_Assoc_min_representative,2,2076,2
global_Assoc_min_representative,2,2082,1
global_Assoc_min_representative,2,2088,1
global_Assoc_min_representative,2,2094,3
global_Assoc_min_representative,2,2100,2
global_Assoc_min_representative,2,2112,2
global_Assoc_min_representative,2,2118,3
global_Assoc_min_representative,2,2124,3
global_Assoc_min_representative,2,2130,4
global_Assoc_min_representative,2,2136,1
global_Assoc_min_representative,2,2142,3
global_Assoc_min_representative,2,2148,3
global_Assoc_min_representative,2,2160,1
global_Assoc_min_representative,2,2166,3
global_Assoc_min_representative,2,2172,3
global_Assoc_min_representative,2,2184,4
global_Assoc_min_representative,2,2190,2
global_Assoc_min_representative,2,2196,1
global_Assoc_min_representative,2,2202,4
global_Assoc_min_representative,2,2208,4
global_Assoc_min_representative,2,2214,2
global_Assoc_min_representative,2,2220,2
global_Assoc_min_representative,2,2226,3
global_Assoc_min_representative,2,2232,2
global_Assoc_min_representative,2,2238,1
global_Assoc_min_representative,2,2250,1
global_Assoc_min_representative,2,2256,3
global_Assoc_min_representative,2,2262,3
global_Assoc_min_representative,2,2268,2
global_Assoc_min_representative,2,2274,4
global_Assoc_min_representative,2,2280,3
global_Assoc_min_representative,2,2286,2
global_Assoc_min_representative,2,2292,3
global_Assoc_min_representative,2,2298,3
global_Assoc_min_representative,2,2304,3
global_Assoc_min_representative,2,2310,3
global_Assoc_min_representative,2,2316,2
global_Assoc_min_representative,2,2322,3
global_Assoc_min_representative,2,2328,1
global_Assoc_min_representative,2,2334,3
global_Assoc_min_representative,2,2340,3
global_Assoc_min_representative,2,2346,3
global_Assoc_min_representative,2,2352,3
global_Assoc_min_representative,2,2358,1
global_Assoc_min_representative,2,2364,3
global_Assoc_min_representative,2,2370,4
global_Assoc_min_representative,2,2376,4
global_Assoc_min_representative,2,2382,3
global_Assoc_min_representative,2,2388,2
global_Assoc_min_representative,2,2394,3
global_Assoc_min_representative,2,2400,2
global_Assoc_min_representative,2,2406,3
global_Assoc_min_representative,2,2412,1
global_Assoc_min_representative,2,2418,2
global_Assoc_min_representative,2,2424,5
global_Assoc_min_representative,2,2430,5
global_Assoc_min_representative,2,2442,3
global_Assoc_min_representative,2,2460,2
global_Assoc_min_representative,2,2466,2
global_Assoc_min_representative,2,2472,4
global_Assoc_min_representative,2,2478,1
global_Assoc_min_representative,2,2484,5
global_Assoc_min_representative,2,2490,2
global_Assoc_min_representative,2,2502,5
global_Assoc_min_representative,2,2508,2
global_Assoc_min_representative,2,2514,4
global_Assoc_min_representative,2,2520,3
global_Assoc_min_representative,2,2526,7
global_Assoc_min_representative,2,2532,2
global_Assoc_min_representative,2,2538,1
global_Assoc_min_representative,2,2544,1
global_Assoc_min_representative,2,2550,1
global_Assoc_min_representative,2,2556,3
global_Assoc_min_representative,2,2562,2
global_Assoc_min_representative,2,2568,3
global_Assoc_min_representative,2,2574,4
global_Assoc_min_representative,2,2580,3
global_Assoc_min_representative,2,2586,3
global_Assoc_min_representative,2,2592,2
global_Assoc_min_representative,2,2598,1
global_Assoc_min_representative,2,2604,3
global_Assoc_min_representative,2,2610,1
global_Assoc_min_representative,2,2616,4
global_Assoc_min_representative,2,2622,4
global_Assoc_min_representative,2,2628,1
global_Assoc_min_representative,2,2634,1
global_Assoc_min_representative,2,2640,7
global_Assoc_min_representative,2,2646,3
global_Assoc_min_representative,2,2652,3
global_Assoc_min_representative,2,2658,2
global_Assoc_min_representative,2,2664,4
global_Assoc_min_representative,2,2670,2
global_Assoc_min_representative,2,2676,3
global_Assoc_min_representative,2,2688,2
global_Assoc_min_representative,2,2694,1
global_Assoc_min_representative,2,2700,3
global_Assoc_min_representative,2,2706,3
global_Assoc_min_representative,2,2712,1
global_Assoc_min_representative,2,2718,3
global_Assoc_min_representative,2,2724,5
global_Assoc_min_representative,2,2730,3
global_Assoc_min_representative,2,2736,5
global_Assoc_min_representative,2,2742,1
global_Assoc_min_representative,2,2748,2
global_Assoc_min_representative,2,2754,3
global_Assoc_min_representative,2,2760,4
global_Assoc_min_representative,2,2766,4
global_Assoc_min_representative,2,2772,3
global_Assoc_min_representative,2,2778,4
global_Assoc_min_representative,2,2784,3
global_Assoc_min_representative,2,2790,4
global_Assoc_min_representative,2,2796,3
global_Assoc_min_representative,2,2802,1
global_Assoc_min_representative,2,2808,1
global_Assoc_min_representative,2,2814,1
global_Assoc_min_representative,2,2820,3
global_Assoc_min_representative,2,2826,2
global_Assoc_min_representative,2,2832,3
global_Assoc_min_representative,2,2838,3
global_Assoc_min_representative,2,2844,3
global_Assoc_min_representative,2,2850,4
global_Assoc_min_representative,2,2856,3
global_Assoc_min_representative,2,2862,4
global_Assoc_min_representative,2,2868,4
global_Assoc_min_representative,2,2874,5
global_Assoc_min_representative,2,2880,8
global_Assoc_min_representative,2,2892,4
global_Assoc_min_representative,2,2898,2
global_Assoc_min_representative,2,2904,1
global_Assoc_min_representative,2,2910,5
global_Assoc_min_representative,2,2916,5
global_Assoc_min_representative,2,2928,2
global_Assoc_min_representative,2,2934,3
global_Assoc_min_representative,2,2940,5
global_Assoc_min_representative,2,2946,1
global_Assoc_min_representative,2,2952,2
global_Assoc_min_representative,2,2964,3
global_Assoc_min_representative,2,2970,6
global_Assoc_min_representative,2,2976,1
global_Assoc_min_representative,2,2982,1
global_Assoc_min_representative,2,2994,4
global_Assoc_min_representative,2,3000,2
global_Assoc_min_representative,2,3006,2
global_Assoc_min_representative,2,3012,5
global_Assoc_min_representative,2,3018,3
global_Assoc_min_representative,2,3024,2
global_Assoc_min_representative,2,3030,1
global_Assoc_min_representative,2,3036,1
global_Assoc_min_representative,2,3042,2
global_Assoc_min_representative,2,3048,4
global_Assoc_min_representative,2,3054,1
global_Assoc_min_representative,2,3060,3
global_Assoc_min_representative,2,3066,3
global_Assoc_min_representative,2,3072,2
global_Assoc_min_representative,2,3078,3
global_Assoc_min_representative,2,3084,1
global_Assoc_min_representative,2,3090,2
global_Assoc_min_representative,2,3102,1
global_Assoc_min_representative,2,3108,1
global_Assoc_min_representative,2,3114,3
global_Assoc_min_representative,2,3126,2
global_Assoc_min_representative,2,3132,2
global_Assoc_min_representative,2,3138,2
global_Assoc_min_representative,2,3144,2
global_Assoc_min_representative,2,3156,4
global_Assoc_min_representative,2,3162,1
global_Assoc_min_representative,2,3168,1
global_Assoc_min_representative,2,3174,3
global_Assoc_min_representative,2,3180,2
global_Assoc_min_representative,2,3186,2
global_Assoc_min_representative,2,3192,1
global_Assoc_min_representative,2,3198,2
global_Assoc_min_representative,2,3204,1
global_Assoc_min_representative,2,3210,4
global_Assoc_min_representative,2,3216,1
global_Assoc_min_representative,2,3222,3
global_Assoc_min_representative,2,3228,2
global_Assoc_min_representative,2,3234,1
global_Assoc_min_representative,2,3240,2
global_Assoc_min_representative,2,3252,3
global_Assoc_min_representative,2,3258,1
global_Assoc_min_representative,2,3264,2
global_Assoc_min_representative,2,3270,2
global_Assoc_min_representative,2,3282,1
global_Assoc_min_representative,2,3294,1
global_Assoc_min_representative,2,3300,1
global_Assoc_min_representative,2,3306,1
global_Assoc_min_representative,2,3312,2
global_Assoc_min_representative,2,3318,2
global_Assoc_min_representative,2,3330,1
global_Assoc_min_representative,2,3336,3
global_Assoc_min_representative,2,3342,3
global_Assoc_min_representative,2,3348,3
global_Assoc_min_representative,2,3354,1
global_Assoc_min_representative,2,3360,1
global_Assoc_min_representative,2,3366,2
global_Assoc_min_representative,2,3372,2
global_Assoc_min_representative,2,3378,2
global_Assoc_min_representative,2,3396,2
global_Assoc_min_representative,2,3402,3
global_Assoc_min_representative,2,3408,2
global_Assoc_min_representative,2,3414,1
global_Assoc_min_representative,2,3420,2
global_Assoc_min_representative,2,3426,2
global_Assoc_min_representative,2,3432,1
global_Assoc_min_representative,2,3438,2
global_Assoc_min_representative,2,3444,1
global_Assoc_min_representative,2,3450,1
global_Assoc_min_representative,2,3456,1
global_Assoc_min_representative,2,3462,1
global_Assoc_min_representative,2,3468,2
global_Assoc_min_representative,2,3480,2
global_Assoc_min_representative,2,3498,1
global_Assoc_min_representative,2,3504,1
global_Assoc_min_representative,2,3510,1
global_Assoc_min_representative,2,3546,1
global_Assoc_min_representative,2,3552,1
global_Assoc_min_representative,2,3558,1
global_Assoc_min_representative,2,3564,2
global_Assoc_min_representative,2,3570,1
global_Assoc_min_representative,2,3576,2
global_Assoc_min_representative,2,3606,2
global_Assoc_min_representative,2,3618,3
global_Assoc_min_representative,2,3636,1
global_Assoc_min_representative,2,3654,1
global_Assoc_min_representative,2,3666,1
global_Assoc_min_representative,2,3672,1
global_Assoc_min_representative,2,3684,1
global_Assoc_min_representative,2,3690,1
global_Assoc_min_representative,2,3726,2
global_Assoc_min_representative,2,3744,1
global_Assoc_min_representative,2,3756,1
global_Assoc_min_representative,2,3762,1
global_Assoc_min_representative,2,3774,1
global_Assoc_min_representative,2,3798,1
global_Assoc_min_representative,2,3810,1
global_Assoc_min_representative,2,3852,1
global_Assoc_min_representative,2,3870,1
global_Assoc_max_representative,1,1830,2
global_Assoc_max_representative,1,2124,2
global_Assoc_max_representative,1,2154,2
global_Assoc_max_representative,1,2208,2
global_Assoc_max_representative,1,2214,2
global_Assoc_max_representative,1,2298,2
global_Assoc_max_representative,1,2316,1
global_Assoc_max_representative,1,2322,1
global_Assoc_max_representative,1,2340,2
global_Assoc_max_representative,1,2346,2
global_Assoc_max_representative,1,2424,2
global_Assoc_max_representative,1,2466,1
global_Assoc_max_representative,1,2472,2
global_Assoc_max_representative,1,2502,2
global_Assoc_max_representative,1,2526,2
global_Assoc_max_representative,1,2628,2
global_Assoc_max_representative,1,2760,1
global_Assoc_max_representative,1,2790,2
global_Assoc_max_representative,1,2808,2
global_Assoc_max_representative,1,2892,2
global_Assoc_max_representative,1,3198,1
global_Assoc_max_representative,1,3330,2
global_Assoc_max_representative,1,3366,1
global_Assoc_max_representative,1,3420,2
global_Assoc_max_representative,2,1296,1
global_Assoc_max_representative,2,1596,2
global_Assoc_max_representative,2,1638,2
global_Assoc_max_representative,2,1674,2
global_Assoc_max_representative,2,1698,2
global_Assoc_max_representative,2,1716,1
global_Assoc_max_representative,2,1728,2
