center,radius,H_tot,count
global_Assoc_max_representative,2,1734,2
global_Assoc_max_representative,2,1800,2
global_Assoc_max_representative,2,1806,2
global_Assoc_max_representative,2,1812,2
global_Assoc_max_representative,2,1824,2
global_Assoc_max_representative,2,1830,2
global_Assoc_max_representative,2,1860,2
global_Assoc_max_representative,2,1866,4
global_Assoc_max_representative,2,1884,2
global_Assoc_max_representative,2,1890,2
global_Assoc_max_representative,2,1902,2
global_Assoc_max_representative,2,1920,2
global_Assoc_max_representative,2,1956,2
global_Assoc_max_representative,2,1968,3
global_Assoc_max_representative,2,1992,2
global_Assoc_max_representative,2,1998,4
global_Assoc_max_representative,2,2004,4
global_Assoc_max_representative,2,2010,4
global_Assoc_max_representative,2,2022,8
global_Assoc_max_representative,2,2034,2
global_Assoc_max_representative,2,2040,4
global_Assoc_max_representative,2,2046,2
global_Assoc_max_representative,2,2052,7
global_Assoc_max_representative,2,2064,4
global_Assoc_max_representative,2,2076,2
global_Assoc_max_representative,2,2082,2
global_Assoc_max_representative,2,2088,2
global_Assoc_max_representative,2,2094,4
global_Assoc_max_representative,2,2100,9
global_Assoc_max_representative,2,2112,6
global_Assoc_max_representative,2,2118,2
global_Assoc_max_representative,2,2124,12
global_Assoc_max_representative,2,2130,2
global_Assoc_max_representative,2,2148,6
global_Assoc_max_representative,2,2154,4
global_Assoc_max_representative,2,2160,8
global_Assoc_max_representative,2,2166,4
global_Assoc_max_representative,2,2178,2
global_Assoc_max_representative,2,2184,2
global_Assoc_max_representative,2,2190,4
global_Assoc_max_representative,2,2196,8
global_Assoc_max_representative,2,2208,6
global_Assoc_max_representative,2,2214,4
global_Assoc_max_representative,2,2220,4
global_Assoc_max_representative,2,2226,4
global_Assoc_max_representative,2,2238,6
global_Assoc_max_representative,2,2244,6
global_Assoc_max_representative,2,2250,4
global_Assoc_max_representative,2,2256,2
global_Assoc_max_representative,2,2262,2
global_Assoc_max_representative,2,2268,2
global_Assoc_max_representative,2,2274,4
global_Assoc_max_representative,2,2280,9
global_Assoc_max_representative,2,2286,6
global_Assoc_max_representative,2,2292,4
global_Assoc_max_representative,2,2298,2
global_Assoc_max_representative,2,2304,4
global_Assoc_max_representative,2,2310,4
global_Assoc_max_representative,2,2316,3
global_Assoc_max_representative,2,2328,8
global_Assoc_max_representative,2,2340,16
global_Assoc_max_representative,2,2352,4
global_Assoc_max_representative,2,2370,6
global_Assoc_max_representative,2,2376,12
global_Assoc_max_representative,2,2382,4
global_Assoc_max_representative,2,2388,4
global_Assoc_max_representative,2,2394,4
global_Assoc_max_representative,2,2400,8
global_Assoc_max_representative,2,2412,2
global_Assoc_max_representative,2,2418,2
global_Assoc_max_representative,2,2424,2
global_Assoc_max_representative,2,2430,2
global_Assoc_max_representative,2,2436,5
global_Assoc_max_representative,2,2442,6
global_Assoc_max_representative,2,2448,6
global_Assoc_max_representative,2,2454,6
global_Assoc_max_representative,2,2460,4
global_Assoc_max_representative,2,2466,8
global_Assoc_max_representative,2,2472,2
global_Assoc_max_representative,2,2478,2
global_Assoc_max_representative,2,2484,4
global_Assoc_max_representative,2,2490,1
global_Assoc_max_representative,2,2496,8
global_Assoc_max_representative,2,2502,4
global_Assoc_max_representative,2,2508,4
global_Assoc_max_representative,2,2514,6
global_Assoc_max_representative,2,2520,2
global_Assoc_max_representative,2,2526,6
global_Assoc_max_representative,2,2532,2
global_Assoc_max_representative,2,2538,8
global_Assoc_max_representative,2,2544,6
global_Assoc_max_representative,2,2550,2
global_Assoc_max_representative,2,2556,4
global_Assoc_max_representative,2,2562,4
global_Assoc_max_representative,2,2568,5
global_Assoc_max_representative,2,2574,6
global_Assoc_max_representative,2,2580,2
global_Assoc_max_representative,2,2586,6
global_Assoc_max_representative,2,2592,6
global_Assoc_max_representative,2,2598,2
global_Assoc_max_representative,2,2604,4
global_Assoc_max_representative,2,2610,6
global_Assoc_max_representative,2,2622,4
global_Assoc_max_representative,2,2628,8
global_Assoc_max_representative,2,2634,2
global_Assoc_max_representative,2,2640,2
global_Assoc_max_representative,2,2652,4
global_Assoc_max_representative,2,2658,6
global_Assoc_max_representative,2,2664,2
global_Assoc_max_representative,2,2670,2
global_Assoc_max_representative,2,2676,2
global_Assoc_max_representative,2,2682,6
global_Assoc_max_representative,2,2688,4
global_Assoc_max_representative,2,2694,2
global_Assoc_max_representative,2,2700,5
global_Assoc_max_representative,2,2706,4
global_Assoc_max_representative,2,2724,2
global_Assoc_max_representative,2,2736,4
global_Assoc_max_representative,2,2742,2
global_Assoc_max_representative,2,2748,3
global_Assoc_max_representative,2,2754,2
global_Assoc_max_representative,2,2760,4
global_Assoc_max_representative,2,2766,2
global_Assoc_max_representative,2,2772,1
global_Assoc_max_representative,2,2778,4
global_Assoc_max_representative,2,2784,10
global_Assoc_max_representative,2,2796,2
global_Assoc_max_representative,2,2808,4
global_Assoc_max_representative,2,2814,4
global_Assoc_max_representative,2,2820,2
global_Assoc_max_representative,2,2832,3
global_Assoc_max_representative,2,2838,4
global_Assoc_max_representative,2,2850,4
global_Assoc_max_representative,2,2856,4
global_Assoc_max_representative,2,2874,2
global_Assoc_max_representative,2,2880,3
global_Assoc_max_representative,2,2886,1
global_Assoc_max_representative,2,2892,2
global_Assoc_max_representative,2,2898,2
global_Assoc_max_representative,2,2904,4
global_Assoc_max_representative,2,2910,2
global_Assoc_max_representative,2,2916,6
global_Assoc_max_representative,2,2922,4
global_Assoc_max_representative,2,2928,2
global_Assoc_max_representative,2,2940,8
global_Assoc_max_representative,2,2946,2
global_Assoc_max_representative,2,2952,2
global_Assoc_max_representative,2,2958,6
global_Assoc_max_representative,2,2964,4
global_Assoc_max_representative,2,2976,4
global_Assoc_max_representative,2,2988,2
global_Assoc_max_representative,2,2994,2
global_Assoc_max_representative,2,3000,10
global_Assoc_max_representative,2,3006,6
global_Assoc_max_representative,2,3012,1
global_Assoc_max_representative,2,3030,4
global_Assoc_max_representative,2,3036,2
global_Assoc_max_representative,2,3048,2
global_Assoc_max_representative,2,3054,4
global_Assoc_max_representative,2,3060,8
global_Assoc_max_representative,2,3066,2
global_Assoc_max_representative,2,3072,4
global_Assoc_max_representative,2,3078,4
global_Assoc_max_representative,2,3084,6
global_Assoc_max_representative,2,3090,4
global_Assoc_max_representative,2,3096,2
global_Assoc_max_representative,2,3102,2
global_Assoc_max_representative,2,3108,2
global_Assoc_max_representative,2,3114,6
global_Assoc_max_representative,2,3120,2
global_Assoc_max_representative,2,3132,1
global_Assoc_max_representative,2,3138,2
global_Assoc_max_representative,2,3144,2
global_Assoc_max_representative,2,3150,2
global_Assoc_max_representative,2,3156,4
global_Assoc_max_representative,2,3162,2
global_Assoc_max_representative,2,3168,1
global_Assoc_max_representative,2,3174,3
global_Assoc_max_representative,2,3180,3
global_Assoc_max_representative,2,3186,6
global_Assoc_max_representative,2,3192,2
global_Assoc_max_representative,2,3204,7
global_Assoc_max_representative,2,3222,2
global_Assoc_max_representative,2,3234,2
global_Assoc_max_representative,2,3240,4
global_Assoc_max_representative,2,3264,2
global_Assoc_max_representative,2,3276,2
global_Assoc_max_representative,2,3288,4
global_Assoc_max_representative,2,3300,8
global_Assoc_max_representative,2,3324,2
global_Assoc_max_representative,2,3342,2
global_Assoc_max_representative,2,3348,3
global_Assoc_max_representative,2,3354,2
global_Assoc_max_representative,2,3360,4
global_Assoc_max_representative,2,3372,2
global_Assoc_max_representative,2,3378,2
global_Assoc_max_representative,2,3384,2
global_Assoc_max_representative,2,3390,2
global_Assoc_max_representative,2,3396,2
global_Assoc_max_representative,2,3426,1
global_Assoc_max_representative,2,3438,2
global_Assoc_max_representative,2,3450,2
global_Assoc_max_representative,2,3462,2
global_Assoc_max_representative,2,3468,2
global_Assoc_max_representative,2,3474,2
global_Assoc_max_representative,2,3480,1
global_Assoc_max_representative,2,3492,2
global_Assoc_max_representative,2,3516,2
global_Assoc_max_representative,2,3558,2
global_Assoc_max_representative,2,3564,1
global_Assoc_max_representative,2,3570,2
global_Assoc_max_representative,2,3618,2
global_Assoc_max_representative,2,3690,2
global_Assoc_max_representative,2,3696,2
global_Assoc_max_representative,2,3708,2
global_Assoc_max_representative,2,3738,2
global_Assoc_max_representative,2,3756,2
global_Assoc_max_representative,2,3762,2
global_Assoc_max_representative,2,3780,2
global_Assoc_max_representative,2,3786,6
global_Assoc_max_representative,2,3792,2
global_Assoc_max_representative,2,3840,2
global_Assoc_max_representative,2,3846,2
global_Assoc_max_representative,2,3858,2
global_Assoc_max_representative,2,3888,1
global_Assoc_max_representative,2,3900,2
global_Assoc_max_representative,2,3936,2
global_Assoc_max_representative,2,3948,2
global_Assoc_max_representative,2,4008,2
global_Assoc_max_representative,2,4176,2
global_Assoc_max_representative,2,4350,2
global_Assoc_max_representative,2,4464,1
