stratum,A_param,B_param,d,x21,Assoc,rawI,rawB,rawH,I_tot,B_tot,H_tot,H_pos,H_neg_abs,N_neg,h_loc_min,h_loc_max,H_RRR,H_RRS,H_RSR,H_SRR,H_DIST
affine,000,000,000,000000000000000000000,489,530,224,306,3180,1344,1836,2268,432,108,-4,16,972,1080,-216,0,0
affine,000,001,000,000000000111111111000,273,1304,404,900,7824,2424,5400,5400,0,0,0,16,864,1134,1458,0,1944
affine,000,002,000,000000000222222222000,273,1304,404,900,7824,2424,5400,5400,0,0,0,16,864,1134,1458,0,1944
affine,000,010,000,000000000012012012000,282,1163,389,774,6978,2334,4644,4716,72,18,-4,16,900,1062,918,36,1728
affine,000,011,000,000000000120120120000,309,902,380,522,5412,2280,3132,3132,0,0,0,14,900,900,900,0,432
affine,000,012,000,000000000201201201000,282,1163,389,774,6978,2334,4644,4716,72,18,-4,16,900,1062,918,36,1728
affine,000,020,000,000000000021021021000,282,1163,389,774,6978,2334,4644,4716,72,18,-4,16,900,1062,918,36,1728
affine,000,021,000,000000000102102102000,282,1163,389,774,6978,2334,4644,4716,72,18,-4,16,900,1062,918,36,1728
affine,000,022,000,000000000210210210000,309,902,380,522,5412,2280,3132,3132,0,0,0,14,900,900,900,0,432
affine,000,100,000,000000000000111222000,471,824,488,336,4944,2928,2016,2304,288,72,-4,12,540,900,252,0,324
affine,000,101,000,000000000111222000000,246,1343,908,435,8058,5448,2610,3540,930,159,-10,16,702,252,252,594,810
affine,000,102,000,000000000222000111000,246,1343,908,435,8058,5448,2610,3540,930,159,-10,16,702,252,252,594,810
affine,000,110,000,000000000012120201000,339,1200,736,464,7200,4416,2784,3474,690,165,-6,16,648,540,264,468,864
affine,000,111,000,000000000120201012000,339,1038,736,302,6228,4416,1812,2796,984,222,-6,16,648,432,264,252,216
affine,000,112,000,000000000201012120000,339,1200,736,464,7200,4416,2784,3474,690,165,-6,16,648,540,264,468,864
affine,000,120,000,000000000021102210000,339,1200,736,464,7200,4416,2784,3474,690,165,-6,16,648,540,264,468,864
affine,000,121,000,000000000102210021000,339,1200,736,464,7200,4416,2784,3474,690,165,-6,16,648,540,264,468,864
affine,000,122,000,000000000210021102000,339,1038,736,302,6228,4416,1812,2796,984,222,-6,16,648,432,264,252,216
affine,000,200,000,000000000000222111000,399,1052,584,468,6312,3504,2808,3120,312,84,-4,18,576,1116,252,540,324
affine,000,201,000,000000000111000222000,273,1274,872,402,7644,5232,2412,3324,912,168,-10,16,702,324,252,324,810
affine,000,202,000,000000000222111000000,273,1274,872,402,7644,5232,2412,3324,912,168,-10,16,702,324,252,324,810
affine,000,210,000,000000000012201120000,333,1206,748,458,7236,4488,2748,3480,732,180,-6,18,660,588,264,372,864
affine,000,211,000,000000000120012201000,333,1092,736,356,6552,4416,2136,3084,948,210,-6,18,660,552,264,444,216
affine,000,212,000,000000000201120012000,333,1206,748,458,7236,4488,2748,3480,732,180,-6,18,660,588,264,372,864
affine,000,220,000,000000000021210102000,333,1206,748,458,7236,4488,2748,3480,732,180,-6,18,660,588,264,372,864
affine,000,221,000,000000000102021210000,333,1206,748,458,7236,4488,2748,3480,732,180,-6,18,660,588,264,372,864
affine,000,222,000,000000000210102021000,333,1092,736,356,6552,4416,2136,3084,948,210,-6,18,660,552,264,444,216
affine,001,000,000,111111111000000000000,273,1304,404,900,7824,2424,5400,5400,0,0,0,16,864,1134,1458,0,1944
affine,001,001,000,111111111111111111000,381,1052,260,792,6312,1560,4752,4752,0,0,0,16,756,1836,2160,0,0
affine,001,002,000,111111111222222222000,219,1484,314,1170,8904,1884,7020,7020,0,0,0,16,756,1512,2160,0,2592
affine,001,010,000,111111111012012012000,255,1334,356,978,8004,2136,5868,5940,72,18,-4,16,792,1332,1764,36,1944
affine,001,011,000,111111111120120120000,228,1181,377,804,7086,2262,4824,4824,0,0,0,16,792,1386,1674,0,972
affine,001,012,000,111111111201201201000,228,1307,371,936,7842,2226,5616,5688,72,18,-4,16,792,1440,1728,36,1620
affine,001,020,000,111111111021021021000,255,1280,356,924,7680,2136,5544,5616,72,18,-4,16,792,1332,1764,36,1620
affine,001,021,000,111111111102102102000,228,1199,371,828,7194,2226,4968,5040,72,18,-4,16,792,1440,1728,36,972
affine,001,022,000,111111111210210210000,228,1343,377,966,8058,2262,5796,5796,0,0,0,16,792,1386,1674,0,1944
affine,001,100,000,111111111000111222000,417,1040,542,498,6240,3252,2988,2988,0,0,0,12,432,1008,1116,0,432
affine,001,101,000,111111111111222000000,192,1586,908,678,9516,5448,4068,4296,228,48,-8,16,594,522,1116,594,1242
affine,001,102,000,111111111222000111000,192,1586,962,624,9516,5772,3744,4062,318,84,-6,16,594,522,1116,594,918
affine,001,110,000,111111111012120201000,285,1314,772,542,7884,4632,3252,3546,294,87,-6,16,540,684,966,468,594
affine,001,111,000,111111111120201012000,285,1338,772,566,8028,4632,3396,3594,198,66,-4,16,540,720,966,252,918
affine,001,112,000,111111111201012120000,285,1407,772,635,8442,4632,3810,3990,180,63,-4,16,540,756,966,468,1080
affine,001,120,000,111111111021102210000,285,1314,772,542,7884,4632,3252,3546,294,87,-6,16,540,684,966,468,594
affine,001,121,000,111111111102210021000,285,1407,772,635,8442,4632,3810,3990,180,63,-4,16,540,756,966,468,1080
affine,001,122,000,111111111210021102000,285,1338,772,566,8028,4632,3396,3594,198,66,-4,16,540,720,966,252,918
affine,001,200,000,111111111000222111000,264,1466,746,720,8796,4476,4320,4344,24,12,-2,18,468,954,1116,540,1242
affine,001,201,000,111111111111000222000,219,1526,926,600,9156,5556,3600,3900,300,66,-8,16,594,648,1116,324,918
affine,001,202,000,111111111222111000000,300,1310,764,546,7860,4584,3276,3414,138,39,-6,16,594,810,1116,324,432
affine,001,210,000,111111111012201120000,279,1389,784,605,8334,4704,3630,3834,204,63,-4,18,552,822,966,372,918
affine,001,211,000,111111111120012201000,279,1404,772,632,8424,4632,3792,3978,186,63,-4,18,552,750,966,444,1080
affine,001,212,000,111111111201120012000,279,1332,784,548,7992,4704,3288,3636,348,105,-4,18,552,804,966,372,594
affine,001,220,000,111111111021210102000,279,1416,784,632,8496,4704,3792,3996,204,63,-4,18,552,822,966,372,1080
affine,001,221,000,111111111102021210000,279,1386,784,602,8316,4704,3612,3852,240,78,-4,18,552,804,966,372,918
affine,001,222,000,111111111210102021000,279,1323,772,551,7938,4632,3306,3600,294,90,-4,18,552,750,966,444,594
affine,002,000,000,222222222000000000000,273,1304,404,900,7824,2424,5400,5400,0,0,0,16,864,1134,1458,0,1944
affine,002,001,000,222222222111111111000,219,1484,314,1170,8904,1884,7020,7020,0,0,0,16,756,1512,2160,0,2592
affine,002,002,000,222222222222222222000,381,1052,260,792,6312,1560,4752,4752,0,0,0,16,756,1836,2160,0,0
affine,002,010,000,222222222012012012000,228,1307,371,936,7842,2226,5616,5688,72,18,-4,16,792,1440,1728,36,1620
affine,002,011,000,222222222120120120000,228,1181,377,804,7086,2262,4824,4824,0,0,0,16,792,1386,1674,0,972
affine,002,012,000,222222222201201201000,255,1334,356,978,8004,2136,5868,5940,72,18,-4,16,792,1332,1764,36,1944
affine,002,020,000,222222222021021021000,228,1199,371,828,7194,2226,4968,5040,72,18,-4,16,792,1440,1728,36,972
affine,002,021,000,222222222102102102000,255,1280,356,924,7680,2136,5544,5616,72,18,-4,16,792,1332,1764,36,1620
affine,002,022,000,222222222210210210000,228,1343,377,966,8058,2262,5796,5796,0,0,0,16,792,1386,1674,0,1944
affine,002,100,000,222222222000111222000,417,1040,542,498,6240,3252,2988,2988,0,0,0,12,432,1008,1116,0,432
affine,002,101,000,222222222111222000000,192,1586,962,624,9516,5772,3744,4062,318,84,-6,16,594,522,1116,594,918
affine,002,102,000,222222222222000111000,192,1586,908,678,9516,5448,4068,4296,228,48,-8,16,594,522,1116,594,1242
affine,002,110,000,222222222012120201000,285,1407,772,635,8442,4632,3810,3990,180,63,-4,16,540,756,966,468,1080
affine,002,111,000,222222222120201012000,285,1338,772,566,8028,4632,3396,3594,198,66,-4,16,540,720,966,252,918
affine,002,112,000,222222222201012120000,285,1314,772,542,7884,4632,3252,3546,294,87,-6,16,540,684,966,468,594
affine,002,120,000,222222222021102210000,285,1407,772,635,8442,4632,3810,3990,180,63,-4,16,540,756,966,468,1080
affine,002,121,000,222222222102210021000,285,1314,772,542,7884,4632,3252,3546,294,87,-6,16,540,684,966,468,594
affine,002,122,000,222222222210021102000,285,1338,772,566,8028,4632,3396,3594,198,66,-4,16,540,720,966,252,918
affine,002,200,000,222222222000222111000,264,1466,746,720,8796,4476,4320,4344,24,12,-2,18,468,954,1116,540,1242
affine,002,201,000,222222222111000222000,300,1310,764,546,7860,4584,3276,3414,138,39,-6,16,594,810,1116,324,432
affine,002,202,000,222222222222111000000,219,1526,926,600,9156,5556,3600,3900,300,66,-8,16,594,648,1116,324,918
affine,002,210,000,222222222012201120000,279,1332,784,548,7992,4704,3288,3636,348,105,-4,18,552,804,966,372,594
affine,002,211,000,222222222120012201000,279,1404,772,632,8424,4632,3792,3978,186,63,-4,18,552,750,966,444,1080
affine,002,212,000,222222222201120012000,279,1389,784,605,8334,4704,3630,3834,204,63,-4,18,552,822,966,372,918
affine,002,220,000,222222222021210102000,279,1386,784,602,8316,4704,3612,3852,240,78,-4,18,552,804,966,372,918
affine,002,221,000,222222222102021210000,279,1416,784,632,8496,4704,3792,3996,204,63,-4,18,552,822,966,372,1080
affine,002,222,000,222222222210102021000,279,1323,772,551,7938,4632,3306,3600,294,90,-4,18,552,750,966,444,594
affine,010,000,000,012012012000000000000,282,1163,389,774,6978,2334,4644,4716,72,18,-4,16,900,1062,918,36,1728
affine,010,001,000,012012012111111111000,228,1307,371,936,7842,2226,5616,5688,72,18,-4,16,792,1440,1728,36,1620
affine,010,002,000,012012012222222222000,255,1334,356,978,8004,2136,5868,5940,72,18,-4,16,792,1332,1764,36,1944
affine,010,010,000,012012012012012012000,273,1238,356,882,7428,2136,5292,5436,144,36,-4,14,828,1332,1332,72,1728
affine,010,011,000,012012012120120120000,165,1040,446,594,6240,2676,3564,3636,72,18,-4,16,828,1062,1314,36,324
affine,010,012,000,012012012201201201000,165,1058,440,618,6348,2640,3708,3852,144,36,-4,16,828,1116,1368,72,324
affine,010,020,000,012012012021021021000,174,1244,413,831,7464,2478,4986,5148,162,45,-4,18,828,1134,1278,72,1674
affine,010,021,000,012012012102102102000,174,1244,449,795,7464,2694,4770,4914,144,36,-4,18,828,1134,1278,72,1458
affine,010,022,000,012012012210210210000,174,1226,443,783,7356,2658,4698,4770,72,18,-4,14,828,1080,1296,36,1458
affine,010,100,000,012012012000111222000,309,1178,746,432,7068,4476,2592,2790,198,63,-4,10,468,738,558,36,792
affine,010,101,000,012012012111222000000,192,1526,956,570,9156,5736,3420,3960,540,120,-6,16,630,414,954,630,792
affine,010,102,000,012012012222000111000,192,1526,956,570,9156,5736,3420,3960,540,138,-6,16,630,414,954,630,792
affine,010,110,000,012012012012120201000,249,1386,862,524,8316,5172,3144,3576,432,129,-6,16,576,558,714,504,792
affine,010,111,000,012012012120201012000,249,1329,838,491,7974,5028,2946,3240,294,81,-8,16,576,540,750,288,792
affine,010,112,000,012012012201012120000,249,1389,862,527,8334,5172,3162,3798,636,153,-8,18,576,576,714,504,792
affine,010,120,000,012012012021102210000,240,1377,874,503,8262,5244,3018,3498,480,138,-6,16,576,540,606,504,792
affine,010,121,000,012012012102210021000,240,1380,874,506,8280,5244,3036,3546,510,141,-8,18,576,558,606,504,792
affine,010,122,000,012012012210021102000,267,1347,814,533,8082,4884,3198,3576,378,114,-6,16,576,576,966,288,792
affine,010,200,000,012012012000222111000,255,1418,806,612,8508,4836,3672,3948,276,84,-4,16,504,918,882,576,792
affine,010,201,000,012012012111000222000,210,1460,944,516,8760,5664,3096,3546,450,120,-6,16,630,504,810,360,792
affine,010,202,000,012012012222111000000,210,1478,932,546,8868,5592,3276,3744,468,111,-6,16,630,504,990,360,792
affine,010,210,000,012012012012201120000,234,1380,886,494,8280,5316,2964,3504,540,180,-4,18,588,606,570,408,792
affine,010,211,000,012012012120012201000,234,1377,874,503,8262,5244,3018,3492,474,135,-6,18,588,588,570,480,792
affine,010,212,000,012012012201120012000,261,1395,826,569,8370,4956,3414,3810,396,108,-8,18,588,696,930,408,792
affine,010,220,000,012012012021210102000,279,1395,802,593,8370,4812,3558,3894,336,120,-6,18,588,696,1074,408,792
affine,010,221,000,012012012102021210000,225,1383,898,485,8298,5388,2910,3438,528,132,-8,18,588,624,498,408,792
affine,010,222,000,012012012210102021000,225,1374,886,488,8244,5316,2928,3444,516,150,-8,18,588,570,498,480,792
affine,011,000,000,120120120000000000000,282,1163,389,774,6978,2334,4644,4716,72,18,-4,16,900,1062,918,36,1728
affine,011,001,000,120120120111111111000,255,1334,356,978,8004,2136,5868,5940,72,18,-4,16,792,1332,1764,36,1944
affine,011,002,000,120120120222222222000,228,1307,371,936,7842,2226,5616,5688,72,18,-4,16,792,1440,1728,36,1620
affine,011,010,000,120120120012012012000,165,1058,440,618,6348,2640,3708,3852,144,36,-4,16,828,1116,1368,72,324
affine,011,011,000,120120120120120120000,165,1040,446,594,6240,2676,3564,3636,72,18,-4,16,828,1062,1314,36,324
affine,011,012,000,120120120201201201000,273,1238,356,882,7428,2136,5292,5436,144,36,-4,14,828,1332,1332,72,1728
affine,011,020,000,120120120021021021000,174,1244,449,795,7464,2694,4770,4914,144,36,-4,18,828,1134,1278,72,1458
affine,011,021,000,120120120102102102000,174,1244,413,831,7464,2478,4986,5148,162,45,-4,18,828,1134,1278,72,1674
affine,011,022,000,120120120210210210000,174,1226,443,783,7356,2658,4698,4770,72,18,-4,14,828,1080,1296,36,1458
affine,011,100,000,120120120000111222000,309,1178,746,432,7068,4476,2592,2790,198,63,-4,10,468,738,558,36,792
affine,011,101,000,120120120111222000000,192,1526,956,570,9156,5736,3420,3960,540,138,-6,16,630,414,954,630,792
affine,011,102,000,120120120222000111000,192,1526,956,570,9156,5736,3420,3960,540,120,-6,16,630,414,954,630,792
affine,011,110,000,120120120012120201000,249,1389,862,527,8334,5172,3162,3798,636,153,-8,18,576,576,714,504,792
affine,011,111,000,120120120120201012000,249,1329,838,491,7974,5028,2946,3240,294,81,-8,16,576,540,750,288,792
affine,011,112,000,120120120201012120000,249,1386,862,524,8316,5172,3144,3576,432,129,-6,16,576,558,714,504,792
affine,011,120,000,120120120021102210000,240,1380,874,506,8280,5244,3036,3546,510,141,-8,18,576,558,606,504,792
affine,011,121,000,120120120102210021000,240,1377,874,503,8262,5244,3018,3498,480,138,-6,16,576,540,606,504,792
affine,011,122,000,120120120210021102000,267,1347,814,533,8082,4884,3198,3576,378,114,-6,16,576,576,966,288,792
affine,011,200,000,120120120000222111000,255,1418,806,612,8508,4836,3672,3948,276,84,-4,16,504,918,882,576,792
affine,011,201,000,120120120111000222000,210,1478,932,546,8868,5592,3276,3744,468,111,-6,16,630,504,990,360,792
affine,011,202,000,120120120222111000000,210,1460,944,516,8760,5664,3096,3546,450,120,-6,16,630,504,810,360,792
affine,011,210,000,120120120012201120000,261,1395,826,569,8370,4956,3414,3810,396,108,-8,18,588,696,930,408,792
affine,011,211,000,120120120120012201000,234,1377,874,503,8262,5244,3018,3492,474,135,-6,18,588,588,570,480,792
affine,011,212,000,120120120201120012000,234,1380,886,494,8280,5316,2964,3504,540,180,-4,18,588,606,570,408,792
affine,011,220,000,120120120021210102000,225,1383,898,485,8298,5388,2910,3438,528,132,-8,18,588,624,498,408,792
affine,011,221,000,120120120102021210000,279,1395,802,593,8370,4812,3558,3894,336,120,-6,18,588,696,1074,408,792
affine,011,222,000,120120120210102021000,225,1374,886,488,8244,5316,2928,3444,516,150,-8,18,588,570,498,480,792
affine,012,000,000,201201201000000000000,309,902,380,522,5412,2280,3132,3132,0,0,0,14,900,900,900,0,432
affine,012,001,000,201201201111111111000,228,1181,377,804,7086,2262,4824,4824,0,0,0,16,792,1386,1674,0,972
affine,012,002,000,201201201222222222000,228,1181,377,804,7086,2262,4824,4824,0,0,0,16,792,1386,1674,0,972
affine,012,010,000,201201201012012012000,165,1040,446,594,6240,2676,3564,3636,72,18,-4,16,828,1062,1314,36,324
affine,012,011,000,201201201120120120000,273,1202,368,834,7212,2208,5004,5004,0,0,0,14,828,1224,1224,0,1728
affine,012,012,000,201201201201201201000,165,1040,446,594,6240,2676,3564,3636,72,18,-4,16,828,1062,1314,36,324
affine,012,020,000,201201201021021021000,255,1172,380,792,7032,2280,4752,4824,72,18,-4,16,828,1242,1458,36,1188
affine,012,021,000,201201201102102102000,255,1172,380,792,7032,2280,4752,4824,72,18,-4,16,828,1242,1458,36,1188
affine,012,022,000,201201201210210210000,255,1154,374,780,6924,2244,4680,4680,0,0,0,16,828,1188,1260,0,1404
affine,012,100,000,201201201000111222000,309,1142,752,390,6852,4512,2340,2628,288,90,-6,10,468,684,396,0,792
affine,012,101,000,201201201111222000000,192,1517,962,555,9102,5772,3330,3888,558,129,-6,16,630,360,954,594,792
affine,012,102,000,201201201222000111000,192,1517,962,555,9102,5772,3330,3888,558,129,-6,16,630,360,954,594,792
affine,012,110,000,201201201012120201000,249,1371,868,503,8226,5208,3018,3504,486,141,-8,16,576,522,660,468,792
affine,012,111,000,201201201120201012000,249,1308,844,464,7848,5064,2784,3216,432,126,-6,16,576,468,696,252,792
affine,012,112,000,201201201201012120000,249,1371,868,503,8226,5208,3018,3504,486,141,-8,16,576,522,660,468,792
affine,012,120,000,201201201021102210000,240,1362,880,482,8172,5280,2892,3396,504,156,-8,18,576,504,552,468,792
affine,012,121,000,201201201102210021000,240,1362,880,482,8172,5280,2892,3396,504,156,-8,18,576,504,552,468,792
affine,012,122,000,201201201210021102000,267,1326,820,506,7956,4920,3036,3468,432,156,-4,16,576,504,912,252,792
affine,012,200,000,201201201000222111000,255,1382,824,558,8292,4944,3348,3588,240,48,-6,16,504,864,648,540,792
affine,012,201,000,201201201111000222000,210,1460,938,522,8760,5628,3132,3636,504,129,-6,16,630,450,936,324,792
affine,012,202,000,201201201222111000000,210,1460,938,522,8760,5628,3132,3636,504,129,-6,16,630,450,936,324,792
affine,012,210,000,201201201012201120000,234,1368,892,476,8208,5352,2856,3426,570,156,-6,18,588,588,516,372,792
affine,012,211,000,201201201120012201000,261,1362,820,542,8172,4920,3252,3696,444,138,-4,18,588,552,876,444,792
affine,012,212,000,201201201201120012000,234,1368,892,476,8208,5352,2856,3426,570,156,-6,18,588,588,516,372,792
affine,012,220,000,201201201021210102000,225,1365,904,461,8190,5424,2766,3402,636,183,-10,18,588,570,444,372,792
affine,012,221,000,201201201102021210000,225,1365,904,461,8190,5424,2766,3402,636,183,-10,18,588,570,444,372,792
affine,012,222,000,201201201210102021000,279,1368,796,572,8208,4776,3432,3792,360,114,-4,18,588,588,1020,444,792
affine,020,000,000,021021021000000000000,282,1163,389,774,6978,2334,4644,4716,72,18,-4,16,900,1062,918,36,1728
affine,020,001,000,021021021111111111000,228,1199,371,828,7194,2226,4968,5040,72,18,-4,16,792,1440,1728,36,972
affine,020,002,000,021021021222222222000,255,1280,356,924,7680,2136,5544,5616,72,18,-4,16,792,1332,1764,36,1620
affine,020,010,000,021021021012012012000,174,1244,413,831,7464,2478,4986,5148,162,45,-4,18,828,1134,1278,72,1674
affine,020,011,000,021021021120120120000,255,1172,380,792,7032,2280,4752,4824,72,18,-4,16,828,1242,1458,36,1188
affine,020,012,000,021021021201201201000,174,1244,449,795,7464,2694,4770,4914,144,36,-4,18,828,1134,1278,72,1458
affine,020,020,000,021021021021021021000,219,1292,422,870,7752,2532,5220,5364,144,36,-4,14,828,1224,1476,72,1620
affine,020,021,000,021021021102102102000,165,1094,464,630,6564,2784,3780,3924,144,36,-4,16,828,1116,1116,72,648
affine,020,022,000,021021021210210210000,219,1274,392,882,7644,2352,5292,5364,72,18,-4,16,828,1170,1422,36,1836
affine,020,100,000,021021021000111222000,309,1178,746,432,7068,4476,2592,2790,198,63,-4,10,468,738,558,36,792
affine,020,101,000,021021021111222000000,192,1526,956,570,9156,5736,3420,3960,540,120,-6,16,630,414,954,630,792
affine,020,102,000,021021021222000111000,192,1526,956,570,9156,5736,3420,3960,540,138,-6,16,630,414,954,630,792
affine,020,110,000,021021021012120201000,240,1380,874,506,8280,5244,3036,3642,606,156,-8,18,576,558,606,504,792
affine,020,111,000,021021021120201012000,267,1347,814,533,8082,4884,3198,3684,486,120,-6,16,576,576,966,288,792
affine,020,112,000,021021021201012120000,240,1377,874,503,8262,5244,3018,3678,660,159,-10,18,576,540,606,504,792
affine,020,120,000,021021021021102210000,249,1389,862,527,8334,5172,3162,3666,504,144,-12,18,576,576,714,504,792
affine,020,121,000,021021021102210021000,249,1386,862,524,8316,5172,3144,3648,504,138,-10,18,576,558,714,504,792
affine,020,122,000,021021021210021102000,249,1329,838,491,7974,5028,2946,3276,330,87,-10,16,576,540,750,288,792
affine,020,200,000,021021021000222111000,255,1418,806,612,8508,4836,3672,3948,276,84,-4,16,504,918,882,576,792
affine,020,201,000,021021021111000222000,210,1460,944,516,8760,5664,3096,3546,450,120,-6,16,630,504,810,360,792
affine,020,202,000,021021021222111000000,210,1478,932,546,8868,5592,3276,3744,468,111,-6,16,630,504,990,360,792
affine,020,210,000,021021021012201120000,225,1383,898,485,8298,5388,2910,3432,522,153,-6,18,588,624,498,408,792
affine,020,211,000,021021021120012201000,225,1374,886,488,8244,5316,2928,3510,582,171,-8,18,588,570,498,480,792
affine,020,212,000,021021021201120012000,279,1395,802,593,8370,4812,3558,3936,378,120,-8,18,588,696,1074,408,792
affine,020,220,000,021021021021210102000,261,1395,826,569,8370,4956,3414,3876,462,126,-12,18,588,696,930,408,792
affine,020,221,000,021021021102021210000,234,1380,886,494,8280,5316,2964,3486,522,138,-8,18,588,606,570,408,792
affine,020,222,000,021021021210102021000,234,1377,874,503,8262,5244,3018,3528,510,117,-8,18,588,588,570,480,792
affine,021,000,000,102102102000000000000,309,902,380,522,5412,2280,3132,3132,0,0,0,14,900,900,900,0,432
affine,021,001,000,102102102111111111000,228,1343,377,966,8058,2262,5796,5796,0,0,0,16,792,1386,1674,0,1944
affine,021,002,000,102102102222222222000,228,1343,377,966,8058,2262,5796,5796,0,0,0,16,792,1386,1674,0,1944
affine,021,010,000,102102102012012012000,174,1226,443,783,7356,2658,4698,4770,72,18,-4,14,828,1080,1296,36,1458
affine,021,011,000,102102102120120120000,255,1154,374,780,6924,2244,4680,4680,0,0,0,16,828,1188,1260,0,1404
affine,021,012,000,102102102201201201000,174,1226,443,783,7356,2658,4698,4770,72,18,-4,14,828,1080,1296,36,1458
affine,021,020,000,102102102021021021000,219,1274,392,882,7644,2352,5292,5364,72,18,-4,16,828,1170,1422,36,1836
affine,021,021,000,102102102102102102000,219,1274,392,882,7644,2352,5292,5364,72,18,-4,16,828,1170,1422,36,1836
affine,021,022,000,102102102210210210000,165,1058,404,654,6348,2424,3924,3924,0,0,0,14,828,1008,1008,0,1080
affine,021,100,000,102102102000111222000,309,1142,752,390,6852,4512,2340,2628,288,90,-6,10,468,684,396,0,792
affine,021,101,000,102102102111222000000,192,1517,962,555,9102,5772,3330,3888,558,129,-6,16,630,360,954,594,792
affine,021,102,000,102102102222000111000,192,1517,962,555,9102,5772,3330,3888,558,129,-6,16,630,360,954,594,792
affine,021,110,000,102102102012120201000,240,1362,880,482,8172,5280,2892,3498,606,132,-8,18,576,504,552,468,792
affine,021,111,000,102102102120201012000,267,1326,820,506,7956,4920,3036,3492,456,108,-8,16,576,504,912,252,792
affine,021,112,000,102102102201012120000,240,1362,880,482,8172,5280,2892,3498,606,132,-8,18,576,504,552,468,792
affine,021,120,000,102102102021102210000,249,1371,868,503,8226,5208,3018,3450,432,90,-10,18,576,522,660,468,792
affine,021,121,000,102102102102210021000,249,1371,868,503,8226,5208,3018,3450,432,90,-10,18,576,522,660,468,792
affine,021,122,000,102102102210021102000,249,1308,844,464,7848,5064,2784,3168,384,126,-8,16,576,468,696,252,792
affine,021,200,000,102102102000222111000,255,1382,824,558,8292,4944,3348,3588,240,48,-6,16,504,864,648,540,792
affine,021,201,000,102102102111000222000,210,1460,938,522,8760,5628,3132,3636,504,129,-6,16,630,450,936,324,792
affine,021,202,000,102102102222111000000,210,1460,938,522,8760,5628,3132,3636,504,129,-6,16,630,450,936,324,792
affine,021,210,000,102102102012201120000,225,1365,904,461,8190,5424,2766,3468,702,174,-8,18,588,570,444,372,792
affine,021,211,000,102102102120012201000,279,1368,796,572,8208,4776,3432,3876,444,138,-6,18,588,588,1020,444,792
affine,021,212,000,102102102201120012000,225,1365,904,461,8190,5424,2766,3468,702,174,-8,18,588,570,444,372,792
affine,021,220,000,102102102021210102000,234,1368,892,476,8208,5352,2856,3426,570,132,-8,18,588,588,516,372,792
affine,021,221,000,102102102102021210000,234,1368,892,476,8208,5352,2856,3426,570,132,-8,18,588,588,516,372,792
affine,021,222,000,102102102210102021000,261,1362,820,542,8172,4920,3252,3600,348,114,-4,18,588,552,876,444,792
affine,022,000,000,210210210000000000000,282,1163,389,774,6978,2334,4644,4716,72,18,-4,16,900,1062,918,36,1728
affine,022,001,000,210210210111111111000,255,1280,356,924,7680,2136,5544,5616,72,18,-4,16,792,1332,1764,36,1620
affine,022,002,000,210210210222222222000,228,1199,371,828,7194,2226,4968,5040,72,18,-4,16,792,1440,1728,36,972
affine,022,010,000,210210210012012012000,174,1244,449,795,7464,2694,4770,4914,144,36,-4,18,828,1134,1278,72,1458
affine,022,011,000,210210210120120120000,255,1172,380,792,7032,2280,4752,4824,72,18,-4,16,828,1242,1458,36,1188
affine,022,012,000,210210210201201201000,174,1244,413,831,7464,2478,4986,5148,162,45,-4,18,828,1134,1278,72,1674
affine,022,020,000,210210210021021021000,165,1094,464,630,6564,2784,3780,3924,144,36,-4,16,828,1116,1116,72,648
affine,022,021,000,210210210102102102000,219,1292,422,870,7752,2532,5220,5364,144,36,-4,14,828,1224,1476,72,1620
affine,022,022,000,210210210210210210000,219,1274,392,882,7644,2352,5292,5364,72,18,-4,16,828,1170,1422,36,1836
affine,022,100,000,210210210000111222000,309,1178,746,432,7068,4476,2592,2790,198,63,-4,10,468,738,558,36,792
affine,022,101,000,210210210111222000000,192,1526,956,570,9156,5736,3420,3960,540,138,-6,16,630,414,954,630,792
affine,022,102,000,210210210222000111000,192,1526,956,570,9156,5736,3420,3960,540,120,-6,16,630,414,954,630,792
affine,022,110,000,210210210012120201000,240,1377,874,503,8262,5244,3018,3678,660,159,-10,18,576,540,606,504,792
affine,022,111,000,210210210120201012000,267,1347,814,533,8082,4884,3198,3684,486,120,-6,16,576,576,966,288,792
affine,022,112,000,210210210201012120000,240,1380,874,506,8280,5244,3036,3642,606,156,-8,18,576,558,606,504,792
affine,022,120,000,210210210021102210000,249,1386,862,524,8316,5172,3144,3648,504,138,-10,18,576,558,714,504,792
affine,022,121,000,210210210102210021000,249,1389,862,527,8334,5172,3162,3666,504,144,-12,18,576,576,714,504,792
affine,022,122,000,210210210210021102000,249,1329,838,491,7974,5028,2946,3276,330,87,-10,16,576,540,750,288,792
affine,022,200,000,210210210000222111000,255,1418,806,612,8508,4836,3672,3948,276,84,-4,16,504,918,882,576,792
affine,022,201,000,210210210111000222000,210,1478,932,546,8868,5592,3276,3744,468,111,-6,16,630,504,990,360,792
affine,022,202,000,210210210222111000000,210,1460,944,516,8760,5664,3096,3546,450,120,-6,16,630,504,810,360,792
affine,022,210,000,210210210012201120000,279,1395,802,593,8370,4812,3558,3936,378,120,-8,18,588,696,1074,408,792
affine,022,211,000,210210210120012201000,225,1374,886,488,8244,5316,2928,3510,582,171,-8,18,588,570,498,480,792
affine,022,212,000,210210210201120012000,225,1383,898,485,8298,5388,2910,3432,522,153,-6,18,588,624,498,408,792
