stratum,A_param,B_param,d,x21,Assoc,rawI,rawB,rawH,I_tot,B_tot,H_tot,H_pos,H_neg_abs,N_neg,h_loc_min,h_loc_max,H_RRR,H_RRS,H_RSR,H_SRR,H_DIST
affine,102,101,120,222000111111222000120,81,2073,1728,345,12438,10368,2070,2394,324,45,-8,18,396,702,324,324,324
affine,102,102,120,222000111222000111120,81,2028,1728,300,12168,10368,1800,1908,108,18,-10,18,396,432,324,324,324
affine,102,110,120,222000111012120201120,207,1662,1392,270,9972,8352,1620,2790,1170,216,-8,16,360,612,162,270,216
affine,102,111,120,222000111120201012120,207,1662,1392,270,9972,8352,1620,2790,1170,216,-8,16,360,612,162,270,216
affine,102,112,120,222000111201012120120,207,1662,1392,270,9972,8352,1620,2790,1170,216,-8,16,360,612,162,270,216
affine,102,120,120,222000111021102210120,234,1689,1320,369,10134,7920,2214,3222,1008,171,-10,16,360,558,810,270,216
affine,102,121,120,222000111102210021120,234,1689,1320,369,10134,7920,2214,3222,1008,171,-10,16,360,558,810,270,216
affine,102,122,120,222000111210021102120,234,1689,1320,369,10134,7920,2214,3222,1008,171,-10,16,360,558,810,270,216
affine,102,200,120,222000111000222111120,144,1872,1560,312,11232,9360,1872,2082,210,48,-8,18,378,630,324,270,270
affine,102,201,120,222000111111000222120,144,1872,1560,312,11232,9360,1872,2082,210,48,-8,18,378,630,324,270,270
affine,102,202,120,222000111222111000120,144,1872,1560,312,11232,9360,1872,2082,210,48,-8,18,378,630,324,270,270
affine,102,210,120,222000111012201120120,198,1683,1416,267,10098,8496,1602,2916,1314,279,-8,18,378,576,162,270,216
affine,102,211,120,222000111120012201120,198,1683,1416,267,10098,8496,1602,2916,1314,279,-8,18,378,576,162,270,216
affine,102,212,120,222000111201120012120,198,1683,1416,267,10098,8496,1602,2916,1314,279,-8,18,378,576,162,270,216
affine,102,220,120,222000111021210102120,225,1701,1344,357,10206,8064,2142,3330,1188,234,-10,18,378,468,810,270,216
affine,102,221,120,222000111102021210120,225,1701,1344,357,10206,8064,2142,3330,1188,234,-10,18,378,468,810,270,216
affine,102,222,120,222000111210102021120,225,1701,1344,357,10206,8064,2142,3330,1188,234,-10,18,378,468,810,270,216
affine,110,000,120,012120201000000000120,261,1446,780,666,8676,4680,3996,4134,138,57,-4,16,576,882,1080,432,1026
affine,110,001,120,012120201111111111120,261,1446,780,666,8676,4680,3996,4152,156,57,-4,16,576,882,1080,432,1026
affine,110,002,120,012120201222222222120,261,1338,780,558,8028,4680,3348,3720,372,129,-6,16,576,720,1080,432,540
affine,110,010,120,012120201012012012120,207,1410,870,540,8460,5220,3240,3558,318,84,-6,18,576,612,756,432,864
affine,110,011,120,012120201120120120120,207,1410,870,540,8460,5220,3240,3528,288,102,-6,16,576,612,756,432,864
affine,110,012,120,012120201201201201120,207,1410,870,540,8460,5220,3240,3510,270,87,-6,18,576,612,756,432,864
affine,110,020,120,012120201021021021120,207,1428,870,558,8568,5220,3348,3642,294,81,-6,18,576,666,810,432,864
affine,110,021,120,012120201102102102120,207,1428,870,558,8568,5220,3348,3642,294,81,-6,18,576,666,810,432,864
affine,110,022,120,012120201210210210120,207,1428,870,558,8568,5220,3348,3642,294,81,-6,18,576,666,810,432,864
affine,110,100,120,012120201000111222120,315,1338,1104,234,8028,6624,1404,2214,810,234,-6,14,252,936,-108,108,216
affine,110,101,120,012120201111222000120,234,1671,1320,351,10026,7920,2106,3420,1314,198,-12,16,360,504,756,270,216
affine,110,102,120,012120201222000111120,207,1662,1392,270,9972,8352,1620,2790,1170,216,-8,16,360,612,162,270,216
affine,110,110,120,012120201012120201120,225,1386,1344,42,8316,8064,252,2526,2274,339,-12,18,324,792,216,216,-1296
affine,110,111,120,012120201120201012120,225,1386,1344,42,8316,8064,252,2526,2274,339,-12,18,324,792,216,216,-1296
affine,110,112,120,012120201201012120120,387,1332,912,420,7992,5472,2520,3492,972,186,-12,14,324,468,216,216,1296
affine,110,120,120,012120201021102210120,252,1539,1272,267,9234,7632,1602,2934,1332,276,-10,18,324,738,216,216,108
affine,110,121,120,012120201102210021120,333,1377,1056,321,8262,6336,1926,3012,1086,231,-10,16,324,576,216,216,594
affine,110,122,120,012120201210021102120,252,1512,1272,240,9072,7632,1440,2916,1476,291,-12,18,324,738,216,216,-54
affine,110,200,120,012120201000222111120,243,1587,1296,291,9522,7776,1746,3144,1398,264,-12,16,342,540,432,216,216
affine,110,201,120,012120201111000222120,243,1605,1296,309,9630,7776,1854,2982,1128,246,-10,16,342,648,432,216,216
affine,110,202,120,012120201222111000120,243,1596,1296,300,9576,7776,1800,3090,1290,255,-10,16,342,594,432,216,216
affine,110,210,120,012120201012201120120,270,1488,1224,264,8928,7344,1584,3330,1746,336,-12,16,342,594,216,216,216
affine,110,211,120,012120201120012201120,270,1488,1224,264,8928,7344,1584,3330,1746,354,-12,16,342,594,216,216,216
affine,110,212,120,012120201201120012120,270,1488,1224,264,8928,7344,1584,3330,1746,336,-12,16,342,594,216,216,216
affine,110,220,120,012120201021210102120,270,1488,1224,264,8928,7344,1584,3330,1746,348,-10,18,342,594,216,216,216
affine,110,221,120,012120201102021210120,270,1488,1224,264,8928,7344,1584,3342,1758,351,-12,18,342,594,216,216,216
affine,110,222,120,012120201210102021120,270,1488,1224,264,8928,7344,1584,3324,1740,342,-12,18,342,594,216,216,216
affine,111,000,120,120201012000000000120,261,1446,780,666,8676,4680,3996,4152,156,57,-4,16,576,882,1080,432,1026
affine,111,001,120,120201012111111111120,261,1338,780,558,8028,4680,3348,3720,372,129,-6,16,576,720,1080,432,540
affine,111,002,120,120201012222222222120,261,1446,780,666,8676,4680,3996,4134,138,57,-4,16,576,882,1080,432,1026
affine,111,010,120,120201012012012012120,207,1410,870,540,8460,5220,3240,3558,318,84,-6,18,576,612,756,432,864
affine,111,011,120,120201012120120120120,207,1410,870,540,8460,5220,3240,3528,288,102,-6,16,576,612,756,432,864
affine,111,012,120,120201012201201201120,207,1410,870,540,8460,5220,3240,3510,270,87,-6,18,576,612,756,432,864
affine,111,020,120,120201012021021021120,207,1428,870,558,8568,5220,3348,3642,294,81,-6,18,576,666,810,432,864
affine,111,021,120,120201012102102102120,207,1428,870,558,8568,5220,3348,3642,294,81,-6,18,576,666,810,432,864
affine,111,022,120,120201012210210210120,207,1428,870,558,8568,5220,3348,3642,294,81,-6,18,576,666,810,432,864
affine,111,100,120,120201012000111222120,315,1338,1104,234,8028,6624,1404,2214,810,234,-6,14,252,936,-108,108,216
affine,111,101,120,120201012111222000120,234,1671,1320,351,10026,7920,2106,3420,1314,198,-12,16,360,504,756,270,216
affine,111,102,120,120201012222000111120,207,1662,1392,270,9972,8352,1620,2790,1170,216,-8,16,360,612,162,270,216
affine,111,110,120,120201012012120201120,387,1332,912,420,7992,5472,2520,3492,972,186,-12,14,324,468,216,216,1296
affine,111,111,120,120201012120201012120,225,1386,1344,42,8316,8064,252,2526,2274,339,-12,18,324,792,216,216,-1296
affine,111,112,120,120201012201012120120,225,1386,1344,42,8316,8064,252,2526,2274,339,-12,18,324,792,216,216,-1296
affine,111,120,120,120201012021102210120,333,1377,1056,321,8262,6336,1926,3012,1086,231,-10,16,324,576,216,216,594
affine,111,121,120,120201012102210021120,252,1512,1272,240,9072,7632,1440,2916,1476,291,-12,18,324,738,216,216,-54
affine,111,122,120,120201012210021102120,252,1539,1272,267,9234,7632,1602,2934,1332,276,-10,18,324,738,216,216,108
affine,111,200,120,120201012000222111120,243,1596,1296,300,9576,7776,1800,3090,1290,255,-10,16,342,594,432,216,216
affine,111,201,120,120201012111000222120,243,1587,1296,291,9522,7776,1746,3144,1398,264,-12,16,342,540,432,216,216
affine,111,202,120,120201012222111000120,243,1605,1296,309,9630,7776,1854,2982,1128,246,-10,16,342,648,432,216,216
affine,111,210,120,120201012012201120120,270,1488,1224,264,8928,7344,1584,3330,1746,354,-12,16,342,594,216,216,216
affine,111,211,120,120201012120012201120,270,1488,1224,264,8928,7344,1584,3330,1746,336,-12,16,342,594,216,216,216
affine,111,212,120,120201012201120012120,270,1488,1224,264,8928,7344,1584,3330,1746,336,-12,16,342,594,216,216,216
affine,111,220,120,120201012021210102120,270,1488,1224,264,8928,7344,1584,3330,1746,348,-10,18,342,594,216,216,216
affine,111,221,120,120201012102021210120,270,1488,1224,264,8928,7344,1584,3342,1758,351,-12,18,342,594,216,216,216
affine,111,222,120,120201012210102021120,270,1488,1224,264,8928,7344,1584,3324,1740,342,-12,18,342,594,216,216,216
affine,112,000,120,201012120000000000120,261,1338,780,558,8028,4680,3348,3720,372,129,-6,16,576,720,1080,432,540
affine,112,001,120,201012120111111111120,261,1446,780,666,8676,4680,3996,4134,138,57,-4,16,576,882,1080,432,1026
affine,112,002,120,201012120222222222120,261,1446,780,666,8676,4680,3996,4152,156,57,-4,16,576,882,1080,432,1026
affine,112,010,120,201012120012012012120,207,1410,870,540,8460,5220,3240,3558,318,84,-6,18,576,612,756,432,864
affine,112,011,120,201012120120120120120,207,1410,870,540,8460,5220,3240,3528,288,102,-6,16,576,612,756,432,864
affine,112,012,120,201012120201201201120,207,1410,870,540,8460,5220,3240,3510,270,87,-6,18,576,612,756,432,864
affine,112,020,120,201012120021021021120,207,1428,870,558,8568,5220,3348,3642,294,81,-6,18,576,666,810,432,864
affine,112,021,120,201012120102102102120,207,1428,870,558,8568,5220,3348,3642,294,81,-6,18,576,666,810,432,864
affine,112,022,120,201012120210210210120,207,1428,870,558,8568,5220,3348,3642,294,81,-6,18,576,666,810,432,864
affine,112,100,120,201012120000111222120,315,1338,1104,234,8028,6624,1404,2214,810,234,-6,14,252,936,-108,108,216
affine,112,101,120,201012120111222000120,234,1671,1320,351,10026,7920,2106,3420,1314,198,-12,16,360,504,756,270,216
affine,112,102,120,201012120222000111120,207,1662,1392,270,9972,8352,1620,2790,1170,216,-8,16,360,612,162,270,216
affine,112,110,120,201012120012120201120,225,1386,1344,42,8316,8064,252,2526,2274,339,-12,18,324,792,216,216,-1296
affine,112,111,120,201012120120201012120,387,1332,912,420,7992,5472,2520,3492,972,186,-12,14,324,468,216,216,1296
affine,112,112,120,201012120201012120120,225,1386,1344,42,8316,8064,252,2526,2274,339,-12,18,324,792,216,216,-1296
affine,112,120,120,201012120021102210120,252,1512,1272,240,9072,7632,1440,2916,1476,291,-12,18,324,738,216,216,-54
affine,112,121,120,201012120102210021120,252,1539,1272,267,9234,7632,1602,2934,1332,276,-10,18,324,738,216,216,108
affine,112,122,120,201012120210021102120,333,1377,1056,321,8262,6336,1926,3012,1086,231,-10,16,324,576,216,216,594
affine,112,200,120,201012120000222111120,243,1605,1296,309,9630,7776,1854,2982,1128,246,-10,16,342,648,432,216,216
affine,112,201,120,201012120111000222120,243,1596,1296,300,9576,7776,1800,3090,1290,255,-10,16,342,594,432,216,216
affine,112,202,120,201012120222111000120,243,1587,1296,291,9522,7776,1746,3144,1398,264,-12,16,342,540,432,216,216
affine,112,210,120,201012120012201120120,270,1488,1224,264,8928,7344,1584,3330,1746,336,-12,16,342,594,216,216,216
affine,112,211,120,201012120120012201120,270,1488,1224,264,8928,7344,1584,3330,1746,336,-12,16,342,594,216,216,216
affine,112,212,120,201012120201120012120,270,1488,1224,264,8928,7344,1584,3330,1746,354,-12,16,342,594,216,216,216
affine,112,220,120,201012120021210102120,270,1488,1224,264,8928,7344,1584,3330,1746,348,-10,18,342,594,216,216,216
affine,112,221,120,201012120102021210120,270,1488,1224,264,8928,7344,1584,3342,1758,351,-12,18,342,594,216,216,216
affine,112,222,120,201012120210102021120,270,1488,1224,264,8928,7344,1584,3324,1740,342,-12,18,342,594,216,216,216
affine,120,000,120,021102210000000000120,261,1446,780,666,8676,4680,3996,4152,156,66,-4,16,576,882,1080,432,1026
affine,120,001,120,021102210111111111120,261,1446,780,666,8676,4680,3996,4134,138,57,-4,16,576,882,1080,432,1026
affine,120,002,120,021102210222222222120,261,1338,780,558,8028,4680,3348,3684,336,120,-4,16,576,720,1080,432,540
affine,120,010,120,021102210012012012120,207,1410,870,540,8460,5220,3240,3522,282,93,-6,16,576,612,756,432,864
affine,120,011,120,021102210120120120120,207,1410,870,540,8460,5220,3240,3426,186,75,-6,18,576,612,756,432,864
affine,120,012,120,021102210201201201120,207,1410,870,540,8460,5220,3240,3492,252,72,-6,18,576,612,756,432,864
affine,120,020,120,021102210021021021120,207,1428,870,558,8568,5220,3348,3528,180,54,-6,16,576,666,810,432,864
affine,120,021,120,021102210102102102120,207,1428,870,558,8568,5220,3348,3528,180,54,-6,16,576,666,810,432,864
affine,120,022,120,021102210210210210120,207,1428,870,558,8568,5220,3348,3528,180,54,-6,16,576,666,810,432,864
affine,120,100,120,021102210000111222120,315,1347,1104,243,8082,6624,1458,2196,738,207,-6,14,252,936,-54,108,216
affine,120,101,120,021102210111222000120,207,1635,1392,243,9810,8352,1458,2952,1494,234,-10,16,360,558,54,270,216
affine,120,102,120,021102210222000111120,234,1689,1320,369,10134,7920,2214,3222,1008,171,-10,16,360,558,810,270,216
affine,120,110,120,021102210012120201120,252,1512,1272,240,9072,7632,1440,2916,1476,291,-12,18,324,738,216,216,-54
affine,120,111,120,021102210120201012120,252,1539,1272,267,9234,7632,1602,2934,1332,276,-10,18,324,738,216,216,108
affine,120,112,120,021102210201012120120,333,1377,1056,321,8262,6336,1926,3012,1086,231,-10,16,324,576,216,216,594
affine,120,120,120,021102210021102210120,279,1503,1200,303,9018,7200,1818,3294,1476,273,-10,18,324,684,216,216,378
affine,120,121,120,021102210102210021120,279,1422,1200,222,8532,7200,1332,2532,1200,270,-10,16,324,684,216,216,-108
affine,120,122,120,021102210210021102120,279,1503,1200,303,9018,7200,1818,3294,1476,273,-10,18,324,684,216,216,378
affine,120,200,120,021102210000222111120,243,1596,1296,300,9576,7776,1800,3090,1290,255,-10,16,342,594,432,216,216
affine,120,201,120,021102210111000222120,243,1605,1296,309,9630,7776,1854,2964,1110,246,-10,16,342,648,432,216,216
affine,120,202,120,021102210222111000120,243,1587,1296,291,9522,7776,1746,3108,1362,246,-10,16,342,540,432,216,216
affine,120,210,120,021102210012201120120,270,1488,1224,264,8928,7344,1584,3354,1770,366,-12,18,342,594,216,216,216
affine,120,211,120,021102210120012201120,270,1488,1224,264,8928,7344,1584,3300,1716,357,-12,18,342,594,216,216,216
affine,120,212,120,021102210201120012120,270,1488,1224,264,8928,7344,1584,3264,1680,348,-12,18,342,594,216,216,216
affine,120,220,120,021102210021210102120,270,1488,1224,264,8928,7344,1584,3300,1716,348,-12,18,342,594,216,216,216
affine,120,221,120,021102210102021210120,270,1515,1224,291,9090,7344,1746,3396,1650,324,-12,18,342,594,216,216,378
affine,120,222,120,021102210210102021120,270,1461,1224,237,8766,7344,1422,3264,1842,357,-10,18,342,594,216,216,54
affine,121,000,120,102210021000000000120,261,1338,780,558,8028,4680,3348,3684,336,120,-4,16,576,720,1080,432,540
affine,121,001,120,102210021111111111120,261,1446,780,666,8676,4680,3996,4152,156,66,-4,16,576,882,1080,432,1026
affine,121,002,120,102210021222222222120,261,1446,780,666,8676,4680,3996,4134,138,57,-4,16,576,882,1080,432,1026
affine,121,010,120,102210021012012012120,207,1410,870,540,8460,5220,3240,3522,282,93,-6,16,576,612,756,432,864
affine,121,011,120,102210021120120120120,207,1410,870,540,8460,5220,3240,3426,186,75,-6,18,576,612,756,432,864
affine,121,012,120,102210021201201201120,207,1410,870,540,8460,5220,3240,3492,252,72,-6,18,576,612,756,432,864
affine,121,020,120,102210021021021021120,207,1428,870,558,8568,5220,3348,3528,180,54,-6,16,576,666,810,432,864
affine,121,021,120,102210021102102102120,207,1428,870,558,8568,5220,3348,3528,180,54,-6,16,576,666,810,432,864
affine,121,022,120,102210021210210210120,207,1428,870,558,8568,5220,3348,3528,180,54,-6,16,576,666,810,432,864
affine,121,100,120,102210021000111222120,315,1347,1104,243,8082,6624,1458,2196,738,207,-6,14,252,936,-54,108,216
affine,121,101,120,102210021111222000120,207,1635,1392,243,9810,8352,1458,2952,1494,234,-10,16,360,558,54,270,216
affine,121,102,120,102210021222000111120,234,1689,1320,369,10134,7920,2214,3222,1008,171,-10,16,360,558,810,270,216
affine,121,110,120,102210021012120201120,252,1539,1272,267,9234,7632,1602,2934,1332,276,-10,18,324,738,216,216,108
affine,121,111,120,102210021120201012120,333,1377,1056,321,8262,6336,1926,3012,1086,231,-10,16,324,576,216,216,594
affine,121,112,120,102210021201012120120,252,1512,1272,240,9072,7632,1440,2916,1476,291,-12,18,324,738,216,216,-54
affine,121,120,120,102210021021102210120,279,1503,1200,303,9018,7200,1818,3294,1476,273,-10,18,324,684,216,216,378
affine,121,121,120,102210021102210021120,279,1503,1200,303,9018,7200,1818,3294,1476,273,-10,18,324,684,216,216,378
affine,121,122,120,102210021210021102120,279,1422,1200,222,8532,7200,1332,2532,1200,270,-10,16,324,684,216,216,-108
affine,121,200,120,102210021000222111120,243,1605,1296,309,9630,7776,1854,2964,1110,246,-10,16,342,648,432,216,216
affine,121,201,120,102210021111000222120,243,1587,1296,291,9522,7776,1746,3108,1362,246,-10,16,342,540,432,216,216
affine,121,202,120,102210021222111000120,243,1596,1296,300,9576,7776,1800,3090,1290,255,-10,16,342,594,432,216,216
affine,121,210,120,102210021012201120120,270,1488,1224,264,8928,7344,1584,3264,1680,348,-12,18,342,594,216,216,216
affine,121,211,120,102210021120012201120,270,1488,1224,264,8928,7344,1584,3354,1770,366,-12,18,342,594,216,216,216
affine,121,212,120,102210021201120012120,270,1488,1224,264,8928,7344,1584,3300,1716,357,-12,18,342,594,216,216,216
affine,121,220,120,102210021021210102120,270,1488,1224,264,8928,7344,1584,3300,1716,348,-12,18,342,594,216,216,216
affine,121,221,120,102210021102021210120,270,1515,1224,291,9090,7344,1746,3396,1650,324,-12,18,342,594,216,216,378
affine,121,222,120,102210021210102021120,270,1461,1224,237,8766,7344,1422,3264,1842,357,-10,18,342,594,216,216,54
affine,122,000,120,210021102000000000120,261,1446,780,666,8676,4680,3996,4134,138,57,-4,16,576,882,1080,432,1026
affine,122,001,120,210021102111111111120,261,1338,780,558,8028,4680,3348,3684,336,120,-4,16,576,720,1080,432,540
affine,122,002,120,210021102222222222120,261,1446,780,666,8676,4680,3996,4152,156,66,-4,16,576,882,1080,432,1026
affine,122,010,120,210021102012012012120,207,1410,870,540,8460,5220,3240,3522,282,93,-6,16,576,612,756,432,864
affine,122,011,120,210021102120120120120,207,1410,870,540,8460,5220,3240,3426,186,75,-6,18,576,612,756,432,864
affine,122,012,120,210021102201201201120,207,1410,870,540,8460,5220,3240,3492,252,72,-6,18,576,612,756,432,864
affine,122,020,120,210021102021021021120,207,1428,870,558,8568,5220,3348,3528,180,54,-6,16,576,666,810,432,864
affine,122,021,120,210021102102102102120,207,1428,870,558,8568,5220,3348,3528,180,54,-6,16,576,666,810,432,864
affine,122,022,120,210021102210210210120,207,1428,870,558,8568,5220,3348,3528,180,54,-6,16,576,666,810,432,864
affine,122,100,120,210021102000111222120,315,1347,1104,243,8082,6624,1458,2196,738,207,-6,14,252,936,-54,108,216
affine,122,101,120,210021102111222000120,207,1635,1392,243,9810,8352,1458,2952,1494,234,-10,16,360,558,54,270,216
affine,122,102,120,210021102222000111120,234,1689,1320,369,10134,7920,2214,3222,1008,171,-10,16,360,558,810,270,216
affine,122,110,120,210021102012120201120,333,1377,1056,321,8262,6336,1926,3012,1086,231,-10,16,324,576,216,216,594
affine,122,111,120,210021102120201012120,252,1512,1272,240,9072,7632,1440,2916,1476,291,-12,18,324,738,216,216,-54
affine,122,112,120,210021102201012120120,252,1539,1272,267,9234,7632,1602,2934,1332,276,-10,18,324,738,216,216,108
affine,122,120,120,210021102021102210120,279,1422,1200,222,8532,7200,1332,2532,1200,270,-10,16,324,684,216,216,-108
affine,122,121,120,210021102102210021120,279,1503,1200,303,9018,7200,1818,3294,1476,273,-10,18,324,684,216,216,378
affine,122,122,120,210021102210021102120,279,1503,1200,303,9018,7200,1818,3294,1476,273,-10,18,324,684,216,216,378
affine,122,200,120,210021102000222111120,243,1587,1296,291,9522,7776,1746,3108,1362,246,-10,16,342,540,432,216,216
affine,122,201,120,210021102111000222120,243,1596,1296,300,9576,7776,1800,3090,1290,255,-10,16,342,594,432,216,216
affine,122,202,120,210021102222111000120,243,1605,1296,309,9630,7776,1854,2964,1110,246,-10,16,342,648,432,216,216
affine,122,210,120,210021102012201120120,270,1488,1224,264,8928,7344,1584,3300,1716,357,-12,18,342,594,216,216,216
affine,122,211,120,210021102120012201120,270,1488,1224,264,8928,7344,1584,3264,1680,348,-12,18,342,594,216,216,216
affine,122,212,120,210021102201120012120,270,1488,1224,264,8928,7344,1584,3354,1770,366,-12,18,342,594,216,216,216
affine,122,220,120,210021102021210102120,270,1488,1224,264,8928,7344,1584,3300,1716,348,-12,18,342,594,216,216,216
affine,122,221,120,210021102102021210120,270,1515,1224,291,9090,7344,1746,3396,1650,324,-12,18,342,594,216,216,378
affine,122,222,120,210021102210102021120,270,1461,1224,237,8766,7344,1422,3264,1842,357,-10,18,342,594,216,216,54
affine,200,000,120,000222111000000000120,279,1386,750,636,8316,4500,3816,3852,36,15,-4,18,594,1062,1296,432,432
affine,200,001,120,000222111111111111120,198,1575,885,690,9450,5310,4140,4308,168,51,-6,18,594,738,1296,432,1080
affine,200,002,120,000222111222222222120,198,1548,885,663,9288,5310,3978,4200,222,45,-8,18,594,576,1296,432,1080
affine,200,010,120,000222111012012012120,171,1530,930,600,9180,5580,3600,3834,234,81,-4,16,594,576,1134,432,864
affine,200,011,120,000222111120120120120,171,1530,930,600,9180,5580,3600,3834,234,81,-4,16,594,576,1134,432,864
affine,200,012,120,000222111201201201120,171,1530,930,600,9180,5580,3600,3834,234,81,-4,16,594,576,1134,432,864
affine,200,020,120,000222111021021021120,171,1548,930,618,9288,5580,3708,3906,198,72,-4,16,594,630,1188,432,864
affine,200,021,120,000222111102102102120,171,1548,930,618,9288,5580,3708,3906,198,72,-4,16,594,630,1188,432,864
affine,200,022,120,000222111210210210120,171,1548,930,618,9288,5580,3708,3906,198,72,-4,16,594,630,1188,432,864
affine,200,100,120,000222111000111222120,360,1242,984,258,7452,5904,1548,1722,174,39,-8,12,270,738,324,108,108
affine,200,101,120,000222111111222000120,144,1836,1560,276,11016,9360,1656,2262,606,66,-14,18,378,414,324,270,270
affine,200,102,120,000222111222000111120,144,1872,1560,312,11232,9360,1872,2082,210,48,-8,18,378,630,324,270,270
affine,200,110,120,000222111012120201120,243,1596,1296,300,9576,7776,1800,3090,1290,255,-10,16,342,594,432,216,216
affine,200,111,120,000222111120201012120,243,1605,1296,309,9630,7776,1854,2982,1128,246,-10,16,342,648,432,216,216
affine,200,112,120,000222111201012120120,243,1587,1296,291,9522,7776,1746,3144,1398,264,-12,16,342,540,432,216,216
affine,200,120,120,000222111021102210120,243,1587,1296,291,9522,7776,1746,3108,1362,246,-10,16,342,540,432,216,216
affine,200,121,120,000222111102210021120,243,1596,1296,300,9576,7776,1800,3090,1290,255,-10,16,342,594,432,216,216
affine,200,122,120,000222111210021102120,243,1605,1296,309,9630,7776,1854,2964,1110,246,-10,16,342,648,432,216,216
affine,200,200,120,000222111000222111120,207,1662,1392,270,9972,8352,1620,2064,444,57,-14,18,360,504,324,216,216
affine,200,201,120,000222111111000222120,207,1662,1392,270,9972,8352,1620,2004,384,69,-8,18,360,504,324,216,216
affine,200,202,120,000222111222111000120,207,1662,1392,270,9972,8352,1620,2004,384,69,-8,18,360,504,324,216,216
affine,200,210,120,000222111012201120120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,200,211,120,000222111120012201120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,200,212,120,000222111201120012120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,200,220,120,000222111021210102120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,200,221,120,000222111102021210120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,200,222,120,000222111210102021120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,201,000,120,111000222000000000120,198,1575,885,690,9450,5310,4140,4308,168,51,-6,18,594,738,1296,432,1080
affine,201,001,120,111000222111111111120,198,1548,885,663,9288,5310,3978,4200,222,45,-8,18,594,576,1296,432,1080
affine,201,002,120,111000222222222222120,279,1386,750,636,8316,4500,3816,3852,36,15,-4,18,594,1062,1296,432,432
affine,201,010,120,111000222012012012120,171,1530,930,600,9180,5580,3600,3834,234,81,-4,16,594,576,1134,432,864
affine,201,011,120,111000222120120120120,171,1530,930,600,9180,5580,3600,3834,234,81,-4,16,594,576,1134,432,864
affine,201,012,120,111000222201201201120,171,1530,930,600,9180,5580,3600,3834,234,81,-4,16,594,576,1134,432,864
affine,201,020,120,111000222021021021120,171,1548,930,618,9288,5580,3708,3906,198,72,-4,16,594,630,1188,432,864
affine,201,021,120,111000222102102102120,171,1548,930,618,9288,5580,3708,3906,198,72,-4,16,594,630,1188,432,864
affine,201,022,120,111000222210210210120,171,1548,930,618,9288,5580,3708,3906,198,72,-4,16,594,630,1188,432,864
affine,201,100,120,111000222000111222120,360,1242,984,258,7452,5904,1548,1722,174,39,-8,12,270,738,324,108,108
affine,201,101,120,111000222111222000120,144,1836,1560,276,11016,9360,1656,2262,606,66,-14,18,378,414,324,270,270
affine,201,102,120,111000222222000111120,144,1872,1560,312,11232,9360,1872,2082,210,48,-8,18,378,630,324,270,270
affine,201,110,120,111000222012120201120,243,1587,1296,291,9522,7776,1746,3144,1398,264,-12,16,342,540,432,216,216
affine,201,111,120,111000222120201012120,243,1596,1296,300,9576,7776,1800,3090,1290,255,-10,16,342,594,432,216,216
affine,201,112,120,111000222201012120120,243,1605,1296,309,9630,7776,1854,2982,1128,246,-10,16,342,648,432,216,216
affine,201,120,120,111000222021102210120,243,1596,1296,300,9576,7776,1800,3090,1290,255,-10,16,342,594,432,216,216
affine,201,121,120,111000222102210021120,243,1605,1296,309,9630,7776,1854,2964,1110,246,-10,16,342,648,432,216,216
affine,201,122,120,111000222210021102120,243,1587,1296,291,9522,7776,1746,3108,1362,246,-10,16,342,540,432,216,216
affine,201,200,120,111000222000222111120,207,1662,1392,270,9972,8352,1620,2004,384,69,-8,18,360,504,324,216,216
affine,201,201,120,111000222111000222120,207,1662,1392,270,9972,8352,1620,2064,444,57,-14,18,360,504,324,216,216
affine,201,202,120,111000222222111000120,207,1662,1392,270,9972,8352,1620,2004,384,69,-8,18,360,504,324,216,216
affine,201,210,120,111000222012201120120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,201,211,120,111000222120012201120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,201,212,120,111000222201120012120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,201,220,120,111000222021210102120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,201,221,120,111000222102021210120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,201,222,120,111000222210102021120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,202,000,120,222111000000000000120,198,1548,885,663,9288,5310,3978,4200,222,45,-8,18,594,576,1296,432,1080
affine,202,001,120,222111000111111111120,279,1386,750,636,8316,4500,3816,3852,36,15,-4,18,594,1062,1296,432,432
affine,202,002,120,222111000222222222120,198,1575,885,690,9450,5310,4140,4308,168,51,-6,18,594,738,1296,432,1080
affine,202,010,120,222111000012012012120,171,1530,930,600,9180,5580,3600,3834,234,81,-4,16,594,576,1134,432,864
