rawH,H_tot,N_neg,count,first_index,first_word,min_H_pos,max_H_pos,min_H_neg_abs,max_H_neg_abs,min_h_loc_min,max_h_loc_min,min_h_loc_max,max_h_loc_max,first_metrics_json
1217,7302,3,12,265731,000000000111111111220,7308,7308,6,6,-2,-2,18,18,"{""H_DIST"": 2592, ""H_RRR"": 930, ""H_RRS"": 1512, ""H_RSR"": 2268, ""H_SRR"": 0, ""H_neg_abs"": 6, ""H_pos"": 7308, ""H_tot"": 7302, ""N_neg"": 3, ""h_loc_max"": 18, ""h_loc_min"": -2, ""rawB"": 308, ""rawH"": 1217, ""rawI"": 1525}"
