id,minimal_size,representative,function_signature_base9_on_M2,sha256_signature
453,11,((((((x*x)*y)*x)*x)*(x*x))*(((x*x)*y)*x)),000000000122222222211111111555535555444444444333353333777777776666666667888888888,b1d9c3b277bb76560523de83938f9e14793d6ee41c41968ac72c818c136bb433
454,12,(((((((x*x)*y)*y)*x)*x)*(x*x))*((x*(y*x))*x)),012000000100222222200111111555434555444345444333454333777777886666666887888888678,5a617c9edcff20fc15edbb48ff1421c7585a4e6d06f421dd38be98e1bbf8f984
455,12,((((((x*x)*y)*(x*y))*x)*(x*x))*((x*(y*x))*x)),012111222100222222200111111555434555333345555333454333777777886666666887666777678,589004a4e711bef41afebd1f61237bc9d76f81866b993bf83d9e43ea782dc50e
456,13,(((((((x*x)*y)*y)*(x*y))*x)*(x*x))*(((x*x)*y)*x)),000111222122222222211111111555535555333444555333353333777777776666666667666777888,ccb5319e86b242b1ccb88eb6d880199ca649e8b6aefed1aa17c38ad1e13ed99e
457,13,((((((x*x)*(y*x))*(x*x))*x)*x)*((x*(y*x))*(x*y))),012111222022111111011222222333545333333345555555343555666666778777777668666777678,49a599875bff5ae29ee4035f48043570ca8c64f2b395013d9324c343e7e2c4fd
458,13,(((((((x*x)*y)*y)*x)*x)*((x*(y*y))*(x*y)))*(x*x)),012111222011222222022111111555343555333345555333545333777777668666666778666777678,fe28da2cf200776665e4df984c23918dd9b85a862a0cee9d21108eb6c2a6a18c
459,13,(((((((x*x)*y)*y)*x)*x)*(x*x))*((((x*x)*y)*y)*x)),000000000111222222222111111555333555444444444333555333777777666666666777888888888,962d145fd43995fc17b04233d34a16013c8ddc12346118ae49c46f7b9ae0c9af
460,13,((((((x*x)*y)*(x*y))*x)*(((x*x)*y)*(x*y)))*(x*x)),000000000112222222212111111555335555444444444333355333777777676666666677888888888,e1febe00542fedb05ab85bae3eb8753860aaebf1a8b9b496fde1c93139aeb8c3
461,13,((((((x*x)*y)*(x*y))*x)*(((x*y)*y)*(x*y)))*(x*x)),012000000012222222012111111555345555444345444333345333777777678666666678888888678,dd9bb286c7429928ed2dc54a5b16951f95ab08b7741a59b7371b1daf7a0eba84
462,13,(((((((x*x)*y)*y)*x)*x)*((x*(y*x))*(x*y)))*(x*x)),000111222111222222222111111555333555333444555333555333777777666666666777666777888,4746f77846ffdc0b79c6b209d099b8121860e8696435d187996ef479199ee247
463,13,((((((x*x)*y)*x)*((x*x)*y))*(x*x))*((x*(y*x))*x)),012111222012222111012222111555345333333345555555345333777666678777666678666777678,b906d8508bee5dc0acce751e5342b3e7b5eeebf10f319938dd7e216f2673680a
464,13,((((((x*x)*y)*x)*((x*x)*y))*(x*x))*(((x*y)*y)*x)),000111222112222111212222111555335333333444555555355333777666676777666677666777888,e658d4a49618ece71f79d102e3ac3539963aa0eda94903920264184254be5c5d
465,11,(((((x*x)*(x*y))*x)*x)*((x*(y*y))*(x*y))),000111222122111111211222222333535333333444555555353555666666776777777667666777888,bb6e70509e4b7345475b907a3c8e4367e1aa8bdc9b873efd14e8156f3bae9666
466,12,(((((x*y)*y)*(x*x))*((x*y)*x))*(((x*y)*y)*x)),012111222200222111100222111555454333333345555555434333777666887777666886666777678,d8f99b8778d999ab2fa60af25c5bc2e4c70ba9b7a5def54b29d798156b2d5cf6
467,13,((((((x*y)*y)*(x*y))*x)*(((x*x)*y)*(x*y)))*(x*x)),021000000012222222012111111555345555444543444333345333777777678666666678888888768,721c99b3d098b29e65062b32bc81579b184e6dbcc1a4982cd40e8dd0cabaa111
468,13,((((((x*y)*y)*(x*y))*x)*(((x*y)*y)*(x*y)))*(x*x)),000000000212222222112111111555355555444444444333335333777777677666666676888888888,30202c2727ae6adfa47c93f5851eb04720e62d01ab9bf5e8a069dc96c6776ef0
469,13,((((((x*y)*y)*x)*((x*y)*y))*(x*x))*(((x*y)*y)*x)),000111222212222111112222111555355333333444555555335333777666677777666676666777888,7f0a9b48fbc6b4a0498926f4954564320ffa3db14b6771962716873824ae8bf6
470,13,((((((x*x)*y)*x)*((x*x)*y))*(x*x))*(((x*x)*y)*x)),021111222012222111012222111555345333333543555555345333777666678777666678666777768,66b350e1697059834d44e6cc423a20c65870afacedb58d996b8d89ab84794055
471,11,(((((x*x)*(x*y))*x)*x)*((x*(y*x))*(x*y))),021111222022111111011222222333545333333543555555343555666666778777777668666777768,ce1eec1260033fa8be2e557b3f3189aafd354e4a16c38efa4d09621aefe42c96
472,13,(((((x*x)*y)*(x*y))*x)*((((x*x)*y)*(y*x))*(x*y))),021000000012111111012222222333345333444543444555345555666666678777777678888888768,41644bbdfa77b77a510b11aae984089159c1e2a1d5b79df4f386b8b3da6d8955
473,12,(((((((x*x)*y)*y)*x)*x)*(x*x))*(((x*x)*y)*x)),021000000100222222200111111555434555444543444333454333777777886666666887888888768,489fada5764d9710fc7c17885a9debd857b63fbb90e23fb356358ee84ce39483
474,12,((((((x*x)*y)*(x*y))*x)*(x*x))*(((x*x)*y)*x)),021111222100222222200111111555434555333543555333454333777777886666666887666777768,abf6536473a09081a0b9e498658c4543822004f9a95b332a39b9aa8c2dd85581
475,13,((((((x*x)*(x*y))*x)*x)*((x*(y*x))*(x*y)))*(x*x)),012222111011222222022111111555343555555345333333545333777777668666666778777666678,bd6b74eafe9dbe12c965b0fca5fb4747b5d44d0ab4bce104bdf9638245ff4a35
476,13,((((((x*x)*(x*y))*x)*x)*((x*(y*y))*(x*y)))*(x*x)),000222111211222222122111111555353555555444333333535333777777667666666776777666888,0c5ddc2e1721ca00565fd347cc907ae796eb72ef7a07f5c25e101a6edc44febb
477,12,(((((y*x)*x)*(y*y))*((y*x)*y))*(((y*x)*x)*y)),021535776100535776200535776122434667122543667122454667211353886211353887211353768,8bc59193cf148d0f818f852faa0fabed8d9570395ead17b26dab4a352d0b980e
478,11,(((((y*x)*(y*y))*y)*y)*((y*(x*x))*(y*x))),012335676021335676021335676112543677112345677112543677212355768212355768212355678,ad061b946c5b00bcdb63913624be875973670660da63a2c83a1c237058772443
479,11,(((((y*x)*y)*(y*x))*(y*y))*((y*(x*y))*y)),000535776112535776212535776122335667122444667122355667211353676211353677211353888,f63562e94e88087128a1063300768358a7ac0ef9ef6d1dff4e6f480712fa9e43
480,13,((((((y*x)*x)*y)*((y*x)*x))*(y*y))*(((y*x)*x)*y)),021535776011535776022535776122343667122543667122545667211353668211353778211353768,cdfc0e16171312b94aca07962657ef7a3a95cca056a650562958feb9e32eba1e
481,13,((((((y*x)*x)*y)*((y*x)*x))*(y*y))*((y*(x*y))*y)),000535776111535776222535776122333667122444667122555667211353666211353777211353888,49e82be2632e12e9327286ee3d2097e24c00946104aaa65b8c9cca56ad27b1f8
482,13,((((((y*x)*x)*y)*((y*x)*x))*(y*y))*(((y*y)*x)*y)),000535776211535776122535776122353667122444667122535667211353667211353776211353888,4670e6385d710cc153693085f4f19649918aa0850a1e768298112c092a9e6aaf
483,13,((((((y*x)*x)*(y*x))*y)*(((y*x)*x)*(y*x)))*(y*y)),021543768011543768022543768021343768021543768021545768021543668021543778021543768,f62353ecd5b452bcf31876f230a4f8ec23aa0edbb6af92e7c06e0bfed8302a6d
484,13,((((((y*x)*x)*(y*x))*y)*(((y*y)*x)*(y*x)))*(y*y)),000543768211543768122543768021353768021444768021535768021543667021543776021543888,efedc8098ce049cf97ed3bea3ca00c1d68a8254a8e22aad8422f4631f4860235
485,11,(((((y*x)*(y*y))*y)*y)*((y*(x*y))*(y*x))),000335676221335676121335676112553677112444677112533677212355767212355766212355888,7490e30ea870426ebb61588599c6de0ea3447f4c7a245b1fac3d550216b7bf7f
486,13,((((((y*x)*x)*y)*((y*y)*x))*(y*y))*(((y*y)*x)*y)),012535776011535776022535776122343667122345667122545667211353668211353778211353678,97ecf730d50a398c5c37cae99ea55f396965f117b8edd2ac8813ab6a434ff0bb
487,13,((((((y*x)*x)*y)*((y*x)*x))*(y*x))*(((y*x)*y)*y)),012345678011345678022345678012343678012345678012545678012345668012345778012345678,d9bf02b5e1c252662a3fefd8db2a1e435108563607ff56fa9803a6404e0f25d1
488,13,(((((y*x)*x)*(x*x))*(y*x))*((((y*y)*x)*(y*x))*y)),000345678211345678122345678012353678012444678012535678012345667012345776012345888,77ca5bc6271e19c7c60c25cfbb828e6a6a3d0b531c79e64898f05f1a0fd4df72
489,13,((((((y*x)*(x*x))*(y*y))*y)*y)*((y*(x*y))*(y*x))),000335676121335676221335676112533677112444677112553677212355766212355767212355888,04769380266890a9d57338469cd69a14874eb3da48940e2a228de111b61dfd4b
490,11,((((((y*y)*x)*y)*y)*(y*y))*(((y*y)*x)*y)),012543768021543768021543768021543768021345768021543768021543768021543768021543678,fcb7dfbf1e29a20ab17950cc77c86742ac81dfcceabeeac39a2d404f74ed2a8e
491,12,(((((((y*x)*y)*x)*y)*y)*(y*y))*((y*(x*y))*y)),012543768100543768200543768021434768021345768021454768021543886021543887021543678,c994cde00b5e7b65a6cfdfb9f0ce8b7c86b614a22b2eb7993828f961cfa1b01d
492,12,((((((y*y)*x)*(y*x))*y)*(y*y))*((y*(x*y))*y)),012533766100533766200533766121434767121345767121454767221553886221553887221553678,f232530a67189d89a6ddc20094e2de9c511d7cd95b16701bf13cb1bbd6a38600
493,13,(((((((y*x)*y)*x)*(y*x))*y)*(y*y))*(((y*y)*x)*y)),012533766021533766021533766121543767121345767121543767221553768221553768221553678,2c8775ac34eba3288fbffafd78e598d149cca4c6a7f828bd6c364d1e4f2d3644
494,13,(((((((y*x)*y)*x)*y)*y)*(y*y))*((((y*x)*y)*x)*y)),012543768012543768012543768021345768021345768021345768021543678021543678021543678,b22feeb7a45c93f2cb89398ef2880fb625dea82dbd53481304f1d1ab18a41869
495,13,(((((((y*x)*y)*x)*y)*y)*((y*(x*x))*(y*x)))*(y*y)),000533766112533766212533766121335767121444767121355767221553676221553677221553888,19b1dc02d785f756abae33b6cd48fcd18bfd5eeeb49b5ea28b0664ffa958b171
496,13,((((((y*y)*x)*(y*x))*y)*(((y*x)*x)*(y*x)))*(y*y)),000543768111543768222543768021333768021444768021555768021543666021543777021543888,79cd36ae5686ead9919c69127d55886c62646b29bd9730be140094db1f8cc85d
497,13,((((((y*y)*x)*(y*x))*y)*(((y*y)*x)*(y*x)))*(y*y)),012543768011543768022543768021343768021345768021545768021543668021543778021543678,3a8d2b27bbf1c80a452375c69120228bfc7e0aaf5623d9dddd430264dc9bb01e
498,13,(((((((y*x)*y)*x)*y)*y)*((y*(x*y))*(y*x)))*(y*y)),012533766012533766012533766121345767121345767121345767221553678221553678221553678,76fdd5387a6bb9eceb4ecdc6efb9269234d2ca2c8ec643630c3b9a199b546353
499,13,((((((y*x)*x)*y)*((y*y)*x))*(y*x))*(((y*x)*y)*y)),000345678111345678222345678012333678012444678012555678012345666012345777012345888,df036bf9b0ff2a1c1e39f2a39d9db4a60e36c3dd80727ae76ec2c12f47c6744c
500,11,(((((y*x)*x)*(x*x))*(y*x))*(((y*x)*y)*y)),012355677011355677022355677212343676212345676212545676112335668112335778112335678,fe1980662b0a93ba7f9ebf54281bd2aa2b2f2ca6672c2e305a574458bfa48389
501,11,(((((y*x)*x)*(x*y))*(y*x))*(((y*x)*y)*y)),000355677111355677222355677212333676212444676212555676112335666112335777112335888,c6a4ec73d54ecd4224e546a4b2eefc1c7aa9a06cdf8a7d2ef9d7aea65fe4a604
502,11,(((((y*x)*x)*(y*x))*y)*(((y*x)*x)*(y*x))),012345678022345678011345678012545678012345678012343678012345778012345668012345678,cb67e6f69e05adbc79c25c400fee98d49539d42c7f2603ffc579bee5090064cb
503,11,(((((y*x)*x)*(y*x))*y)*(((y*y)*x)*(y*x))),000345678122345678211345678012535678012444678012353678012345776012345667012345888,3ad1a6cfbdd092da3e1cc7712c333b0677207c16c0dffb9fc85abfca33957e29
504,12,(((((((y*x)*y)*x)*y)*y)*(y*y))*(((y*y)*x)*y)),012543768200543768100543768021454768021345768021434768021543887021543886021543678,9aac7b8d49fcc668dc84b05456b75dd1b9c43f7da8733a33df86663337b531ec
505,12,((((((y*y)*x)*(y*x))*y)*(y*y))*(((y*y)*x)*y)),012533766200533766100533766121454767121345767121434767221553887221553886221553678,03aceb9e9c6cdf360b0726431f11a5e215e450c956ab69d8d7fc5b880c408f07
506,13,((((((y*x)*(y*y))*y)*y)*((y*(x*x))*(y*x)))*(y*y)),021553767012553767012553767221345766221543766221345766121533678121533678121533768,65246f51bd5ed278854422cc090a9161bce849abf5100a1e3b604f5615e6747a
507,13,((((((y*x)*(y*y))*y)*y)*((y*(x*y))*(y*x)))*(y*y)),000553767112553767212553767221335766221444766221355766121533676121533677121533888,4b3cf4e69d2872a0ee34d8e905f510affc01f124b0cca4fe055b92e5770dbce2
508,11,((((x*(y*x))*(x*x))*x)*(((x*y)*x)*(x*y))),021222111022111222011111222333545555555543333333343555666777778666777668777666768,9c4109ff4b4f58ed2a3196c3874b6d9c124317f7472e5766e9f485926f625e60
509,10,((((x*(y*x))*x)*x)*(((x*x)*y)*(x*y))),021222111200111111100222222333454333555543333555434555666666887777777886777666768,d38173d6680932e2fa1b3da677bc9768f45c80623dfadd79665c0095f9947bcc
510,10,(((((x*x)*y)*x)*x)*(((x*x)*y)*(x*y))),012222111200111111100222222333454333555345333555434555666666887777777886777666678,f690b4fee814f4bcf82b215dacf3bbc4474ba7190389f8366a634e319f2ff76f
511,11,((((((x*x)*y)*y)*x)*x)*((x*(y*y))*(x*y))),021222111022111111011222222333545333555543333555343555666666778777777668777666768,16b655a1056bdbbfd39edc1a80f1c5f217a2bb0aaaad0ce78ad63cac74cb625b
512,11,((((((x*x)*y)*y)*x)*x)*((x*(y*x))*(x*y))),000222111222111111111222222333555333555444333555333555666666777777777666777666888,1c2c396f4c95ced669e515b354ed7dc3f14e7eeffe14fbdce231c71f071f1954
513,11,(((((x*x)*y)*(x*y))*x)*((x*(y*x))*(x*y))),000000000222111111111222222333555333444444444555333555666666777777777666888888888,0face69f73d9235ebd63fbfbbdf6a3d7106bd870034a4907a5fdadc0973c82d9
514,12,((((((x*x)*y)*y)*(x*y))*x)*(((x*x)*y)*(x*y))),012000000200111111100222222333454333444345444555434555666666887777777886888888678,4bda2df9c2c5e8c13906e578a30f300d3582cfe5e00967a4cf8e873fd1ddb09c
515,12,((((((x*x)*y)*y)*x)*(x*x))*(((x*(y*x))*x)*x)),021000000200111111100222222333454333444543444555434555666666887777777886888888768,cdb0fbf565540c855804752938a8c555b94ae7bb1bc3c70762272cab5e5e2a11
516,12,((((((x*x)*y)*(x*x))*x)*x)*(((x*x)*y)*(x*y))),021111222200111111100222222333454333333543555555434555666666887777777886666777768,6787c12a79c4511f72a3835d84db1376f41544bbe4bd53325dcf9d1aad031675
517,13,(((((((x*x)*y)*y)*(x*x))*x)*x)*((x*(y*x))*(x*y))),000111222222111111111222222333555333333444555555333555666666777777777666666777888,cff4444a4e195d8f9e5d8f456bac28d08b7a874daf5341ae931798cf763a0b47
518,11,(((((x*x)*(x*y))*x)*x)*(((x*x)*y)*(x*y))),021111222021111111021222222333543333333543555555543555666666768777777768666777768,4b2b3369ad1b76ddfa449a1922573e3b4bf45dc71884e90807f143d61600b148
519,11,((((((x*x)*y)*y)*x)*x)*(((x*y)*y)*(x*y))),021222111021111111021222222333543333555543333555543555666666768777777768777666768,13ba4622bd83c47a82f131f79541c35e8253632dd1cd8bb689d679c39b7e702a
520,11,((((((x*x)*y)*y)*x)*x)*(((x*x)*y)*(x*y))),000222111221111111121222222333553333555444333555533555666666767777777766777666888,a77ec18c99a974f9131dd54cb326a50e356e10f5b09f0ac634158a394a19b049
521,11,(((((x*x)*y)*(x*y))*x)*(((x*x)*y)*(x*y))),000000000221111111121222222333553333444444444555533555666666767777777766888888888,b0ea9e80821d0c0318e43b9128c7531d882de869686a5c47d0ae913adc3c6da1
522,11,(((((x*x)*y)*(x*y))*x)*(((x*y)*y)*(x*y))),021000000021111111021222222333543333444543444555543555666666768777777768888888768,22318308e0efef695b6c7b71892e5197513e46830d78d347c23de7c129362aca
523,11,(((((x*y)*x)*x)*(x*x))*(((x*x)*y)*(x*y))),021111222021222222021111111555543555333543555333543333777777768666666768666777768,fae3fbc67a79949ca66755243a9f71f1d0c728d96eacc3ac1666218015e8f26e
524,13,((((((x*x)*y)*y)*x)*((x*x)*x))*(((x*y)*y)*(x*y))),021222111021222222021111111555543555555543333333543333777777768666666768777666768,d94050f8f76b7549f46b6f0144223ba0fd13491ce01847915e3ef570ba6719d5
525,13,((((((x*x)*y)*(x*y))*x)*(x*x))*(((x*x)*y)*(x*y))),000000000221222222121111111555553555444444444333533333777777767666666766888888888,b52e7a1bba488e461aa6341b59b515fa1d1a3087f085ba8220d811543615ece3
526,13,((((((x*y)*y)*x)*x)*((x*y)*x))*(((x*x)*y)*(x*y))),012000000021222222021111111555543555444345444333543333777777768666666768888888678,33d694c8bf627d961aa65d09b269e0c11c3b5b8de293f661e6c29da4595c587b
527,13,((((((x*x)*y)*(x*y))*x)*(x*x))*(((x*y)*y)*(x*y))),021000000021222222021111111555543555444543444333543333777777768666666768888888768,aa0425a45c45869e2f6cfe9c90ad4e83adfef641cbb61d78ed5cc5619f8cc800
528,13,(((((x*x)*y)*(x*x))*x)*((((x*x)*y)*x)*((x*x)*y))),012222111021111222021111222333543555555345333333543555666777768666777768777666678,1b536f621a2ca11713271573b0726252b8d6e149c130997aabd8a80f6af6173e
529,11,(((((x*y)*x)*x)*(x*x))*(((x*y)*y)*(x*y))),000111222221222222121111111555553555333444555333533333777777767666666766666777888,c5a34174739b136582b4dc781e578d037603376b3073eed025ef041e5388c308
530,15,((((((x*x)*y)*(x*y))*(x*y))*(((x*x)*y)*x))*(((x*x)*y)*x)),021111222021222111021222111555543333333543555555543333777666768777666768666777768,aa122e5676f7d947c309af35409c83386e79cc7637908357408898e59c3e2d43
531,15,((((((x*x)*y)*(x*y))*(x*y))*(((x*x)*y)*x))*(((x*y)*y)*x)),000111222221222111121222111555553333333444555555533333777666767777666766666777888,965ef3d4dea9435e32975773a30e9a02443a070ecba5b9eb78975e4a4e596b55
532,13,(((((x*x)*y)*x)*((x*x)*y))*(((x*(y*x))*(x*x))*x)),021222111021111222021111222333543555555543333333543555666777768666777768777666768,942869bac664f23ad5c4c8b797b8454b8d261f68c85b62cc3e902b00785c8649
533,13,(((((x*x)*y)*x)*((x*x)*y))*((((x*y)*y)*(x*x))*x)),000222111221111222121111222333553555555444333333533555666777767666777766777666888,256c3917b17b46cf97522b2c8d8418e59bd6e8f16ffba6911eb52f834ef704ab
534,13,(((((((x*x)*y)*y)*(x*x))*x)*x)*(((x*x)*y)*(x*y))),000111222221111111121222222333553333333444555555533555666666767777777766666777888,6c4831c5dd5f2318e181e3e050ea1d4872943b505468413a15f2ffbb5dbfbcb4
535,11,(((((x*x)*y)*x)*x)*((((x*x)*y)*y)*(x*y))),000222111211111111122222222333353333555444333555535555666666667777777776777666888,c407479e17c8bab083752514391f021f94960cb72801cd3f066b99e2661cc9e0
536,11,(((((x*x)*y)*x)*(x*x))*((((x*x)*y)*x)*x)),000000000211111111122222222333353333444444444555535555666666667777777776888888888,7d6204eb7167a787f7dc973c121878692959897d6cc0e44938cc9ced881fe27a
537,13,((((((x*x)*y)*(x*x))*x)*x)*((((x*x)*y)*y)*(x*y))),000111222211111111122222222333353333333444555555535555666666667777777776666777888,242d5755d3c5446a192734c4ef7971ab0a41879d277e5dd82ccc7f4dc8bfc55a
538,15,(((((((x*x)*y)*y)*(x*x))*x)*x)*((((x*x)*y)*(x*x))*(x*y))),000111222212111111112222222333355333333444555555335555666666677777777676666777888,c5941f1b7b0e1ec037e0798ec405d8773c84d7d6696e5fb20bb1076a66b8d152
539,11,(((((x*x)*(x*y))*x)*x)*(((x*y)*y)*(x*y))),000111222121111111221222222333533333333444555555553555666666766777777767666777888,78d9f7950cea4c76487edd61670bb2a93d9226156045a1984ca73e173c2636a9
540,15,((((((x*x)*y)*(x*y))*(x*y))*(((x*y)*y)*x))*(((x*x)*y)*x)),000111222121222111221222111555533333333444555555553333777666766777666767666777888,98e84b83a2ba23223bdb7eb263441e833c608c9582fd0fc9092c914c8839ef89
541,11,((((((y*x)*y)*x)*y)*y)*((y*(x*x))*(y*x))),000355677221355677121355677212553676212444676212533676112335767112335766112335888,4f88d56a4c34cef38ccc308c7a087caf8bc23cd0d6ac738f8d1238a315768d0a
542,11,((((y*(x*y))*(y*y))*y)*(((y*x)*y)*(y*x))),000353667221353667121353667211553776211444776211533776122535767122535766122535888,cbae0d860974a2aef8a8fb2fab6b6f8896eaa0470d5a8c74dc971e95600dab9e
543,10,((((y*(x*y))*y)*y)*(((y*y)*x)*(y*x))),021355677200355677100355677212454676212543676212434676112335887112335886112335768,0fca17c2e0364a02c6212b51d5ccaca56d493e1effa42b729616913452d456ad
544,11,((((((y*x)*y)*x)*y)*y)*((y*(x*y))*(y*x))),021355677021355677021355677212543676212543676212543676112335768112335768112335768,2a10e43273e11163f9bdba105c1d514221e243835cc9d6d6f28bbb2f51612562
545,10,(((((y*y)*x)*y)*y)*(((y*y)*x)*(y*x))),021355677100355677200355677212434676212543676212454676112335886112335887112335768,f77ef83fea30a9f935a99205abef3261a5df082b8859db58b6ea0c0c58c03de3
546,11,(((((y*y)*x)*(y*x))*y)*((y*(x*y))*(y*x))),021345678021345678021345678012543678012543678012543678012345768012345768012345768,e89dacb0e4519662d89f18aa804876985347417c7ff5664d68d1b0c315a5b9e0
547,12,((((((y*x)*y)*x)*(y*x))*y)*(((y*y)*x)*(y*x))),021345678100345678200345678012434678012543678012454678012345886012345887012345768,65293f0b22e302df8d6aaff0d2c59b891c566f298b2a494c3a359b40aeac2cc1
548,12,((((((y*x)*y)*x)*y)*(y*y))*(((y*(x*y))*y)*y)),021345678200345678100345678012454678012543678012434678012345887012345886012345768,62ea5386ee5da5c4b4a46192da4abf233ebca1919c682091809551fb634b1afb
549,12,((((((y*y)*x)*(y*y))*y)*y)*(((y*y)*x)*(y*x))),021335676200335676100335676112454677112543677112434677212355887212355886212355768,cdd93c21d76ed4da14490992b16a2e939309d8ddc7b26124326ad54ec2813015
550,13,(((((((y*x)*y)*x)*(y*y))*y)*y)*((y*(x*y))*(y*x))),021335676021335676021335676112543677112543677112543677212355768212355768212355768,fb03339502862ef86649206be2c1851631a65f6f904dbf1fca294a6d84cf2818
551,11,((((((y*x)*y)*x)*y)*y)*(((y*x)*x)*(y*x))),000355677222355677111355677212555676212444676212333676112335777112335666112335888,3175dc93bba00811aec3a172647b566708efc6ea37b5118364bcd2fb496f61be
552,11,(((((y*x)*(y*y))*y)*y)*(((y*x)*x)*(y*x))),012335676022335676011335676112545677112345677112343677212355778212355668212355678,d2be13959215e0caf533d3e69482079534aebd6f793cc2cdc7ae20156824a1e3
553,11,(((((y*y)*x)*(y*x))*y)*(((y*x)*x)*(y*x))),000345678222345678111345678012555678012444678012333678012345777012345666012345888,c5d40e36d1100da873d410e12fc380eb08ab3ea23396f0ae788c70bff5d3879c
554,11,(((((y*x)*y)*y)*(y*y))*(((y*x)*x)*(y*x))),021533766022533766011533766121545767121543767121343767221553778221553668221553768,4edee77cb107237e00f73c0240cb0022464cbdc2f5d8e32ac8335a304324f83c
555,13,(((((y*x)*x)*(y*y))*y)*((((y*y)*x)*y)*((y*y)*x))),021353667022353667011353667211545776211543776211343776122535778122535668122535768,81306f7594ed9c57789002e0c2559105984e58db2217bd1e6bf4ca96f967ff67
556,13,((((((y*x)*y)*x)*y)*((y*y)*y))*(((y*x)*x)*(y*x))),000553767222553767111553767221555766221444766221333766121533777121533666121533888,bb348c97e64a62f6289834c4095f01aa0e1aa3c3f3da4cdd6966d49e76d0036a
557,13,((((((y*x)*x)*(y*x))*y)*(y*y))*(((y*x)*x)*(y*x))),021543768022543768011543768021545768021543768021343768021543778021543668021543768,edcf907388d808ecc1e6d3f47199b72622582cf972701e7c8e55796c5b7837c9
558,13,((((((y*x)*x)*(y*x))*y)*(y*y))*(((y*y)*x)*(y*x))),000543768222543768111543768021555768021444768021333768021543777021543666021543888,e6caed883a24acc631da50d1771730abcab5f532553cd5bfd493298701a91cc7
559,11,(((((y*x)*y)*y)*(y*y))*(((y*y)*x)*(y*x))),000533766222533766111533766121555767121444767121333767221553777221553666221553888,a1622d21c82c4c6410f2e1bbbc8c4b9f62f297e187ce531dfeca8e320a429f84
560,13,(((((y*x)*x)*(y*y))*y)*((((y*x)*x)*y)*((y*y)*x))),000353667222353667111353667211555776211444776211333776122535777122535666122535888,834a4a4e512b196540c7e62741bee712deec3c3981e9f2fa2272be16466a0669
561,15,((((((y*x)*x)*(x*x))*(((y*x)*x)*y))*(y*y))*(((y*x)*x)*y)),012535776022535776011535776122545667122345667122343667211353778211353668211353678,600c338dcebc5b5715460e6702d63f3e089b23418e7ff020de19fef1a1b1b5f1
562,15,((((((y*x)*x)*(x*y))*(y*y))*(((y*y)*x)*y))*(((y*x)*x)*y)),021535776022535776011535776122545667122543667122343667211353778211353668211353768,7f5fffd9bfcedb54211a48e11c4d4c852529adcf8914eb44301ff15af5d59b4f
563,15,((((((y*x)*x)*(x*x))*(((y*x)*x)*y))*(y*y))*(((y*y)*x)*y)),000535776222535776111535776122555667122444667122333667211353777211353666211353888,89c5eb30c414ac6bb0c891e841753971b64eb4cded42185429e69af4dfd7ee43
564,11,(((((y*x)*(y*y))*y)*y)*(((y*y)*x)*(y*x))),000335676222335676111335676112555677112444677112333677212355777212355666212355888,ef5512fb4c4d3168a30c81e59685cded562d0e2530fa78e6dcbe3fb695d8e747
565,11,(((((y*x)*y)*x)*(y*x))*((((y*y)*x)*y)*y)),021355677012355677012355677212345676212543676212345676112335678112335678112335768,28738a8a8fb8fdb15dddf83f4c397d74e250341cf27d5f04bba2d341b9be80f4
566,11,(((((y*y)*x)*y)*(y*y))*((((y*y)*x)*y)*y)),021345678012345678012345678012345678012543678012345678012345678012345678012345768,62994098869ce9381f9499e51b648ecc970fb605a4822b217f05843f371cc54e
567,13,((((((y*x)*y)*x)*(y*x))*y)*(((y*y)*x)*((y*y)*y))),021335676012335676012335676112345677112543677112345677212355678212355678212355768,817c69e93ec9d78d6edf3dcef0eca2ba61f9235f41045dd0e832963c7490c7fd
568,15,(((((((y*x)*y)*x)*(y*y))*y)*y)*((((y*x)*x)*(x*y))*(y*x))),021335676011335676022335676112343677112543677112545677212355668212355778212355768,ff5455f17f48b4e35a205cbdad4f804e6e733fd096247cd3d702e4a06a014530
569,11,((((((y*x)*y)*x)*y)*y)*(((y*y)*x)*(y*x))),021355677022355677011355677212545676212543676212343676112335778112335668112335768,b713d830360a36a790e0bbf696c07e75bb492d914b9a0dd1ae4c141ec24c926b
570,11,(((((y*y)*x)*(y*x))*y)*(((y*y)*x)*(y*x))),021345678022345678011345678012545678012543678012343678012345778012345668012345768,54f2a16138f92c8c0f6e1daf0184e13aa5db333de0680d5d562f8a5d915ecbd1
571,13,(((((y*x)*x)*(y*y))*y)*((((y*y)*x)*y)*((y*x)*x))),000353667122353667211353667211535776211444776211353776122535776122535667122535888,f28dfa2e2c15776b05815a59679f14ebaa5477163c2c6538ef0dd6a707346677
572,13,((((((y*x)*x)*y)*y)*((y*x)*y))*(((y*y)*x)*(y*x))),000543768122543768211543768021535768021444768021353768021543776021543667021543888,caf1c2f468715b3be8b4c706ca5ca4835e11d47c9da2403cf9993c65d5ae6298
573,13,(((((((y*x)*y)*x)*(y*y))*y)*y)*(((y*y)*x)*(y*x))),021335676022335676011335676112545677112543677112343677212355778212355668212355768,0c27ad843206c4ae785a93e83d31eac7079359a54413c535dbc093a5843dc37f
