id,minimal_size,representative,function_signature_base9_on_M2,sha256_signature
185,8,((((x*y)*x)*((x*y)*y))*(x*x)),012000000100111222200111222333434555444345444333454555666777886666777887888888678,52da9574491f7994202b06dd2c2545c179c694f7afc54c92e5a696e3d596ab83
186,7,(((x*(y*y))*(x*y))*(x*y)),000222111122222111211222111555535333555444333555353333777666776777666667777666888,8db41566eea6d2e8e1d8eccf983ce88167007913fdf6aad2d1ed85d7d8adbf6d
187,7,((((x*x)*x)*(y*x))*(x*y)),000000000122000000211000000444535444444444444444353444888888776888888667888888888,c1dc95cccf37c9d56353f910a98112e4b2fe057c6d979a99640f3d0bffea1017
188,7,((((x*x)*y)*(x*y))*(y*x)),012111222021111222021111222333543555333345555333543555666777768666777768666777678,d2439e42ee4c75078f3769482009979920aa9cb16b9cef3387d2c9c73240b4cd
189,7,((((x*x)*y)*(x*x))*(x*y)),000000000121000000221000000444533444444444444444553444888888766888888767888888888,d088146976f46226537ef791c36aa43fbdc5c767c0a531dfb5541d03e03bd4df
190,7,(((((x*x)*x)*y)*y)*(x*x)),000222111112222111212222111555335333555444333555355333777666676777666677777666888,b07475570c9f902e42cae9863b90030eca62f85bd33ee06eca0006fa87100fa4
191,7,((((x*x)*y)*(x*y))*(x*y)),012222111021222111021222111555543333555345333555543333777666768777666768777666678,07ca92ab606040b173c82c59eafbca03a25ea553ff2bec503c647311f09d0b66
192,7,((((x*x)*y)*(y*x))*(x*y)),012000000021000000021000000444543444444345444444543444888888768888888768888888678,503f8de75043204a899ccbb024155232eb913507bf65b7cfc3cfec9db5e0f2d2
193,7,((((x*x)*x)*(x*y))*(y*x)),000111222122111222211111222333535555333444555333353555666777776666777667666777888,09066fa114cbfe01f91398766b8ee239f9cb0711c6797576b4b67d09094b7a48
194,6,((((x*y)*y)*x)*(x*y)),012000000100222111200222111555434333444345444555454333777666886777666887888888678,8a3394c54d4a875a757d4c9e323f87c277e158e6e059ab7ebacdb26ae37cce22
195,7,(((((x*x)*y)*y)*x)*(x*y)),012000000011222111022222111555343333444345444555545333777666668777666778888888678,37a8a4dd749e4256e3a3567e30884eefb4d399d4c978883f29d1f017ad67dc7d
196,9,((((((x*x)*y)*y)*x)*(x*x))*(x*y)),012000000022222111011222111555545333444345444555343333777666778777666668888888678,5b04af14305c516944f67bbb670bb5f6467256d3b152dacb55ba5dd3e757d38a
197,9,((((((x*x)*y)*y)*x)*(x*y))*(x*y)),000222111122000000211000000444535444555444333444353444888888776888888667777666888,0b62a42434e91d70dd6ec3845214bbb9873b52b64901f2e60df85691c6774035
198,6,((((y*x)*x)*y)*(y*x)),012545778100545778200545778022434668022345668022454668011343886011343887011343678,f209ef5978bc97ced311110213e9ae1b831990c7317bfd8b5884b26363669e77
199,7,(((((y*x)*y)*x)*y)*(y*x)),000545778112545778212545778022335668022444668022355668011343676011343677011343888,6fc2dc5d68f610fc2fc3067d66e635ea5f1eb42f73b61272a94a1c7735933a54
200,7,((((y*x)*x)*(x*x))*(x*y)),000333666122333666211333666111535777111444777111353777222555776222555667222555888,5fd7639fa87eebd5b24f3b8c9fb7ab641adc11cf9914d7cf9f0112fc23a2e12b
201,7,((((y*x)*y)*(x*x))*(x*y)),012333666021333666021333666111543777111345777111543777222555768222555768222555678,08b5539d0862658ef0ac3ccca7fb0df0708c877ad49e6544379a538537b45457
202,7,((((y*x)*x)*(x*x))*(y*x)),000444888122444888211444888000535888000444888000353888000444776000444667000444888,0c408391f282da0c53d1fb45cd5fe846b5f0410ff741aca1c213ac1a21ec4288
203,7,((((y*x)*x)*(x*y))*(y*x)),012444888022444888011444888000545888000345888000343888000444778000444668000444678,8fdab5e544df907b8efa6824082ed69897c969ca7343f7a6b7f255e21b21f52e
204,7,(((y*(x*x))*(y*x))*(y*x)),012555777021555777021555777222543666222345666222543666111333768111333768111333678,ccd75056298afd2d71ea2409ca99555bca0400b2399705721b0e3d9329fd6dd3
205,7,((((y*x)*y)*(x*x))*(y*y)),000555777121555777221555777222533666222444666222553666111333766111333767111333888,4e92fb08f81038864c19ab03f0e3d6bc8c1517904ccbc8c73c8377a577ccdec1
206,7,((((y*x)*y)*(y*y))*(y*x)),012545778021545778021545778022543668022345668022543668011343768011343768011343678,42a67304c841f1dfaba45d1cd6357d56b5d5595ee76fc9e74f65869746164083
207,7,((((y*x)*y)*(x*x))*(y*x)),012444888021444888021444888000543888000345888000543888000444768000444768000444678,8ed744a4a5c3a47f47384042adbc44695b6feeb4e2256c9f2ff80ada4e3974f6
208,7,((((y*x)*x)*(x*x))*(y*y)),012555777022555777011555777222545666222345666222343666111333778111333668111333678,96d12cedc432521491a5247a6d1a7bf3f98f280816777f897547291c1be127a2
209,7,((((y*y)*x)*(y*x))*(y*x)),000555777122555777211555777222535666222444666222353666111333776111333667111333888,aeb00ee9479760efcc7e162be6c32779b26d322dcc57207edb8db4c00e17b166
210,9,((((((y*x)*y)*x)*y)*(y*x))*(y*x)),012454887021454887021454887200543886200345886200543886100434768100434768100434678,fec8fbe25e813f64dbb152aff38668f7ff484165500f7d4b59cd353d3462ebad
211,9,((((((y*x)*y)*x)*y)*(y*y))*(y*x)),000545778121545778221545778022533668022444668022553668011343766011343767011343888,5f8bf372e0c1aa56c2cf96e10f55c84ef0183296804fe218725c17fecaabb0a7
212,6,((y*((x*x)*x))*(y*y)),012555777200555777100555777222454666222345666222434666111333887111333886111333678,d71791003fbae40eea2656b318ab12892e6f7ff00832cbe31018e8fb344b09a7
213,6,(((y*(x*y))*y)*(y*y)),012434886100434886200434886100434887100345887100454887200454886200454887200454678,7c58a6895176f24a8594b8ecdbace90f76f53847c1a3253a5a66aa692cd54a5b
214,6,((((y*x)*y)*y)*(y*y)),012355677100355677200355677212434676212345676212454676112335886112335887112335678,44b0d8994687f86e54ef756072594a4b9958bc61c0037be3f933ddc322b75369
215,7,((y*(((x*x)*x)*y))*(y*y)),000555777112555777212555777222335666222444666222355666111333676111333677111333888,f8f117b3c8331f7ff4441d9b4688f768bdaf434ea1d43bdaad8cf56368fe4a94
216,7,((((y*x)*(x*x))*y)*(y*y)),000434886112434886212434886100335887100444887100355887200454676200454677200454888,ae0ac427024d86109a393ba509d5e2f071a43083b6c85c33751a278374a25c76
217,7,(((((y*x)*y)*x)*y)*(y*y)),012434886012434886012434886100345887100345887100345887200454678200454678200454678,d0f91d2b7e8308e2e1cfa82f44c314a09fdd2a98a615ef42685e1b4a4405a917
218,6,((((y*y)*x)*y)*(y*y)),012434886200434886100434886100454887100345887100434887200454887200454886200454678,ff292865c2ba6dabef072305d09966adba0c315729c63431035c74fa02847726
219,7,((((y*y)*x)*(x*y))*(y*y)),021555777022555777011555777222545666222543666222343666111333778111333668111333768,cdfa4fc7dc539181c852ca8efe234708e7adac343a2f9063751526b7e81bdf41
220,7,((((y*x)*x)*(x*y))*(y*y)),000555777222555777111555777222555666222444666222333666111333777111333666111333888,11c2110439032aed8f9ad7d4bf95bf3f1985e091d6e3d9f3cb258337f65688fd
221,7,(((((y*x)*x)*y)*(y*x))*y),000444888221444888121444888000553888000444888000533888000444767000444766000444888,585cb91fe10c59cb88eeee2c90c98f6af72a50abe28817356e11b023dd66f7cb
222,7,((((y*x)*y)*(y*x))*(y*y)),021343668021343668021343668011543778011543778011543778022545768022545768022545768,d8fcf6373b95b455fd6f88554a08ad3f7b6a244a79d40862d174c4584225d09b
223,7,((((y*y)*y)*(x*y))*(y*y)),000555777221555777121555777222553666222444666222533666111333767111333766111333888,3de031f129f0830a97dd9f94ae1045befd3a62da3414ec8bccb8c68244287cc2
224,7,((((y*x)*y)*(x*y))*(y*y)),021555777021555777021555777222543666222543666222543666111333768111333768111333768,de9742f4bcfecf60410e6d75cd3653ceb0cca642119da774c88f1938f7d0f58a
225,7,((((y*x)*x)*(y*x))*(y*y)),000444888222444888111444888000555888000444888000333888000444777000444666000444888,7292bbd9d1bb85cd734e42672ed612ad667af9c034e2b259a9f233b73904ba4e
226,7,((((y*y)*x)*(y*x))*(y*y)),021444888022444888011444888000545888000543888000343888000444778000444668000444768,7ed471e749c56f4577b3be5f42bfea59a8afac05e0c192cec4d7ad550f8f9ab6
227,6,((((y*y)*y)*x)*(y*y)),021555777100555777200555777222434666222543666222454666111333886111333887111333768,21a937b94b26700b47c958913ad82072fbacd92e985f3eb602f61dd537cf34c3
228,8,((((y*x)*y)*(y*(x*x)))*(y*y)),021343668100343668200343668011434778011543778011454778022545886022545887022545768,a7afafcbb9860f82c002ad643fd3c6e7dfee14c149e241be5b1283b0097a2e85
229,8,(((((y*y)*x)*y)*(y*x))*(y*y)),000343668000343668000343668011444778011444778011444778022545888022545888022545888,fa44ec22792d3e4d4a5d7387bedb9830a172c796df640b227a40c819a95d7d7d
230,8,((((y*x)*x)*((y*x)*y))*(y*y)),012343668100343668200343668011434778011345778011454778022545886022545887022545678,e3deaad5a82becc2b0879dfc3c8f46f64ccd2636d518385ff4b46beac630a9eb
231,9,(((((y*y)*y)*x)*((y*x)*y))*(y*y)),012343668021343668021343668011543778011345778011543778022545768022545768022545678,67a83093d5e1a1027b3fcbbaf6d4ecebb0d25a263c3c85a4e84db9431a987f6f
232,9,(((((y*x)*x)*y)*(y*(x*y)))*(y*y)),000343668121343668221343668011533778011444778011553778022545766022545767022545888,c9a4d69984400b4544f86d977ce30690f0074ea66d4ee702361be888516d462e
233,7,(((((y*y)*y)*x)*x)*(y*y)),012555777011555777022555777222343666222345666222545666111333668111333778111333678,3feb9fac31a779382133ee78bc7abf6f11d201c928e3e4b6408777cee17cc222
234,7,(((x*(y*x))*x)*((x*x)*x)),012111222011111111022222222333343333333345555555545555666666668777777778666777678,ff1d1ad1643f64627f751470ca6007ba74b531f072ea3f3a02ee34ef77a8a199
235,7,((((x*y)*y)*x)*((x*x)*x)),000111222111111111222222222333333333333444555555555555666666666777777777666777888,bc4a535cf668cfcdf354107b6566a30006ee6978a396f043a9288ba60e474914
236,7,((((x*x)*y)*x)*((x*x)*x)),021111222011111111022222222333343333333543555555545555666666668777777778666777768,7fa3fd7647f7375bda72005e299d1aa809ed169d5897d9fdab6a633b23c4978f
237,8,((((x*x)*(y*x))*x)*((x*x)*x)),012111222100111111200222222333434333333345555555454555666666886777777887666777678,1005c1731c51788e28431d416376314ed110dde41777540db3819d6dc2350dfe
238,8,(((((x*x)*y)*y)*x)*((x*x)*x)),000111222000111111000222222333444333333444555555444555666666888777777888666777888,98cacb473df0ab969e1e2e47a6fffedf26ec456ed8706192d39e95e98d758289
239,8,(((((x*x)*y)*(x*y))*x)*(x*x)),000000000000111111000222222333444333444444444555444555666666888777777888888888888,c53faca82eb50f3c38bda2b75f47e52867234de55f432cd9b79dff5afbb67ca5
240,8,(((((x*y)*y)*x)*x)*((x*y)*x)),021000000100111111200222222333434333444543444555454555666666886777777887888888768,ed8d26739c6dba617b40ea44cfc0a5cc9bda3372e6a5880bdd657c4300f7959c
241,9,((((((x*x)*y)*y)*x)*x)*((x*y)*x)),021000000011111111022222222333343333444543444555545555666666668777777778888888768,d018c89a2de67b8b38505532b40671d4b4a8ac461f752ac889cbb8436fe70b19
242,9,((((((x*x)*y)*y)*(x*y))*x)*(x*x)),012000000011111111022222222333343333444345444555545555666666668777777778888888678,3c85af1704ac887e21791df291a3b2c220b8f860c6371df3def9c51f4f82659e
243,8,(((((x*y)*y)*(x*y))*x)*(x*x)),012000000100111111200222222333434333444345444555454555666666886777777887888888678,b8ee8673a476bb2299dd1c76ecbe68fe74ad4284d63052a03cc06660403cb061
244,8,(((((x*y)*y)*x)*(x*y))*(x*x)),021000000200111222100111222333454555444543444333434555666777887666777886888888768,9e43ed3ea54c2b0daf17ae83c26444678e5d3be1f123abd5d1e67e751e3962a6
245,9,(((((x*x)*x)*y)*(x*x))*((x*y)*x)),000000000111111222222111222333333555444444444333555555666777666666777777888888888,0f5f0596ed80fd0f96a1faa42905413fa3c880f7b928948f052f3362041a04fd
246,9,(((((x*x)*y)*y)*(x*x))*((x*y)*x)),021000000011111222022111222333343555444543444333545555666777668666777778888888768,bfde58e47b369b55453eacb42fc6d87058edc6a335eb8ae845df31130976ebcd
247,8,((((x*y)*y)*(x*x))*((x*y)*x)),021000000100111222200111222333434555444543444333454555666777886666777887888888768,bba1c368bf05df2ee7de8739d7551c972d826bffc6db90918f151b86a70346c9
248,9,(((((x*x)*y)*y)*(x*y))*((x*y)*x)),000111222211000000122000000444353444333444555444535444888888667888888776666777888,29e405c1c6645f6765e9d89d6b912bca503e98889fcf52864e4e4f70d5926edc
249,9,(((((x*y)*x)*x)*(x*x))*((x*y)*x)),000000000211222222122111111555353555444444444333535333777777667666666776888888888,169b670e448bd6b1e12c5ccf4b14a1376879c58cdff7919ed3d9a314a4c8d8ee
250,10,(((((x*y)*x)*(x*y))*(x*x))*((x*y)*x)),021111222100222111200222111555434333333543555555454333777666886777666887666777768,ccebbac37bdafaeefc2964b29315d98018933a326c9f5dddea805c112b73d779
251,9,(((((x*x)*x)*(x*y))*(y*x))*(x*x)),000222111211222111122222111555353333555444333555535333777666667777666776777666888,6975a23bf0135442733fdc09378ec6b340d2cf9d000a07e351eae3f3a2b2f4ab
252,9,(((((x*y)*y)*x)*(x*y))*(x*(y*x))),000222111211000000122000000444353444555444333444535444888888667888888776777666888,afa785680fb93f571ed4d5d7a97aef5494208ec03dce8e961c324b84bb124c26
253,9,(((((y*x)*y)*(x*x))*(x*y))*(y*y)),021555777012555777012555777222345666222543666222345666111333678111333678111333768,223ce56859a31e68213361eba0fcbf3e4fd665f8efff5bbe048dac4ae511f4d8
254,9,(((((y*x)*x)*y)*(y*x))*(y*(x*y))),021454887012454887012454887200345886200543886200345886100434678100434678100434768,f17c013253d419306b2f0abbde217d221a16c2ccb885680452923094db1c6634
255,9,(((((y*x)*y)*x)*(y*x))*((y*x)*y)),021434886012434886012434886100345887100543887100345887200454678200454678200454768,12be91ceb110775a313131db5ad365808b17ca4061f97ba4019c2467d710cad1
256,8,(((((y*x)*x)*y)*(y*x))*(y*y)),021343668200343668100343668011454778011543778011434778022545887022545886022545768,135b6a36ccb77ab1635219ab892469eef86c48f63af116d2e8b2b0094d826968
257,8,((((y*x)*x)*(y*y))*((y*x)*y)),012343668200343668100343668011454778011345778011434778022545887022545886022545678,1ddbcb4bf2787b3fd859ac190c5d8eed6ec16c16c125dbf40b0102c6baf7a99a
258,9,(((((y*y)*y)*x)*(y*y))*((y*x)*y)),012343668012343668012343668011345778011345778011345778022545678022545678022545678,4f22f21e658172abc8295fd6fe780626fbb26fcc28985cc722bfa1e3ebe95d75
259,9,(((((y*x)*y)*x)*(y*y))*((y*x)*y)),000343668212343668112343668011355778011444778011335778022545677022545676022545888,7867a9eef568e977607c6d3e28d1fc770505bc2a2d0d802759721a479ec2380e
260,9,(((((y*x)*y)*y)*(y*y))*((y*x)*y)),021543768012543768012543768021345768021543768021345768021543678021543678021543768,287334a9ddd62d77cd57156bf705618f2818c419e5b5533b56d3bdecff5d087c
261,10,(((((y*x)*y)*(y*x))*(y*y))*((y*x)*y)),012535776200535776100535776122454667122345667122434667211353887211353886211353678,278049e9d71b6b76826a1240964fb70b69069944373881f297f112a27fb0aef9
262,7,((((y*x)*x)*y)*((y*y)*y)),012335676012335676012335676112345677112345677112345677212355678212355678212355678,fc20649972225af6ca2d3e784ef5d49c64df8f272a5326885e7d3c1990be6248
263,7,(((y*(x*y))*y)*((y*y)*y)),000335676112335676212335676112335677112444677112355677212355676212355677212355888,a906bfeed29cb7cbd614414ce754ab2cc944f310f9475fae1fdc1a7b652b8432
264,8,((((y*x)*(x*x))*y)*((y*y)*y)),012335676100335676200335676112434677112345677112454677212355886212355887212355678,f708347bae413dde233899a6748eec182128ad715353ddba608bb89ed7d63f36
265,8,(((((y*x)*y)*x)*y)*((y*y)*y)),000335676000335676000335676112444677112444677112444677212355888212355888212355888,1db6a7cf653bcdd745d8cd61456541e9645006fd1209e1b974a73ff7a636e0a9
266,7,((((y*y)*x)*y)*((y*y)*y)),000335676212335676112335676112355677112444677112335677212355677212355676212355888,f738184acf234e1337d0b69eae09e01f423a5ab074535dd28e9d5e7dcbb5a4d8
267,8,(((((y*x)*x)*y)*y)*((y*x)*y)),012345678200345678100345678012454678012345678012434678012345887012345886012345678,614218da757361c3031c5c4b6eeafe7f279393f9d7f7a9659ed03d674e567b24
268,8,(((((y*y)*x)*(y*x))*y)*(y*y)),000345678000345678000345678012444678012444678012444678012345888012345888012345888,3c36b588f680b58c9b17f621e687120d7e808173b0b0323f2e47b3dc9e662173
269,9,((((((y*x)*y)*x)*y)*y)*((y*x)*y)),000345678212345678112345678012355678012444678012335678012345677012345676012345888,280eed01c9681833d946b883a0b21281e2c4a08447640b2be0b14ba7de7db073
270,9,((((((y*x)*y)*x)*(y*x))*y)*(y*y)),000345678112345678212345678012335678012444678012355678012345676012345677012345888,0926639bdc57d8d814118331a485bf54af220fd049d95a1b870fd2ea9ec8bb9e
271,8,(((((y*x)*x)*(y*x))*y)*(y*y)),012345678100345678200345678012434678012345678012454678012345886012345887012345678,e1d701007830272811ac104a40803513a42697341991eeb46fc4c6aa325d60cd
272,7,((((x*x)*y)*x)*((x*x)*y)),000000000112222111212222111555335333444444444555355333777666676777666677888888888,bd424f2e0259a7cda0ec2362fe10335c4b3d38d1744c2da8038f1ba0befcfc37
273,7,((((x*y)*y)*x)*((x*x)*y)),012000000012222111012222111555345333444345444555345333777666678777666678888888678,5d2cc55f6c095803d860a18280f2b58a32b6adcd43ffbe47b01a16496a721379
274,7,((((x*y)*y)*x)*((x*y)*y)),000000000212222111112222111555355333444444444555335333777666677777666676888888888,3b7b312fa7b9a8730472a45745f16c34bf34ff1326f1a26fd4a4d64ccf15c90b
275,8,((((x*x)*(x*y))*x)*((x*y)*y)),012000000200222111100222111555454333444345444555434333777666887777666886888888678,54207f57916853496b141671d74c09d34a7b2021e8ad6dce8e4465ad5d7f30f2
276,9,(((((x*x)*y)*(x*y))*x)*((x*x)*y)),012222111012000000012000000444345444555345333444345444888888678888888678777666678,7e05d365959034d0f85fb2c3aadde75cb1584464d8871b47a4d23b6275aeab23
277,9,(((((x*x)*y)*(x*y))*x)*((x*y)*y)),000222111212000000112000000444355444555444333444335444888888677888888676777666888,801fd4c4fa4098fe4aeffb242834faeb4ec3e8f2b82282f4196bec51dc356513
278,9,(((((x*y)*y)*(x*y))*x)*((x*x)*y)),000222111112000000212000000444335444555444333444355444888888676888888677777666888,1ec0db72c34d443b8df33260275d7ed6f04e36711334a09b0f4a62ab0fe305ed
279,9,((((((x*x)*y)*y)*x)*(x*y))*(x*x)),021000000022111222011111222333545555444543444333343555666777778666777668888888768,0da15c0a88c9ce3c49892670f5798a0a84244a607990b7a3f54623e774335bcf
280,9,((((x*x)*x)*(x*y))*(((x*x)*x)*y)),000000000222222111111222111555555333444444444555333333777666777777666666888888888,0f635ecaa0e6bd1f5990cacb1d80520812323b72df325f3a1f30e6a8f7ffddf5
281,9,((((x*x)*x)*(x*y))*(((x*x)*y)*y)),021000000022222111011222111555545333444543444555343333777666778777666668888888768,1e5dba8a75498cd663752cc05f51dbe3958dfd92f8cdb1658bec369a25bdc8cf
282,7,((((x*x)*y)*x)*((x*y)*y)),021000000012222111012222111555345333444543444555345333777666678777666678888888768,ee1b8cbce73d89fb76ca48feb7e8e1f8c1d41a1fe7bbd47857cc633b86c21edb
283,9,(((((x*x)*y)*(x*y))*(y*x))*(x*x)),021222111012222111012222111555345333555543333555345333777666678777666678777666768,9c370e54fa57c2f7fa3c207dff4ced40de908784d66629352a318e9a69fab9a6
284,7,((((y*x)*x)*y)*((y*x)*x)),021545778011545778022545778022343668022543668022545668011343668011343778011343768,c1e932ea060edbbe3a55bfbebcbb5d7399b8e6d771267fd79b484e27ba80328f
285,7,((((y*x)*x)*y)*((y*y)*x)),000545778111545778222545778022333668022444668022555668011343666011343777011343888,b291c1bfcb29cf896b37481daee5970609ff82833a04a5db953608d4a8fd3488
286,8,((((y*x)*(x*x))*y)*((y*x)*x)),021545778100545778200545778022434668022543668022454668011343886011343887011343768,60671e74fa273e65cc2098da6b0d1f1854656371e8854a211fd005af0aa05c4b
287,7,((((y*y)*x)*y)*((y*x)*x)),000545778211545778122545778022353668022444668022535668011343667011343776011343888,c3e9f81b53b6fa759431db84cd18fe0b297875f34e08aafc4e8b04b7b98ed91f
288,9,(((((y*x)*x)*(x*x))*(x*y))*(y*y)),000555777211555777122555777222353666222444666222535666111333667111333776111333888,7c2fbb05db53093dc8c70b7dd9311d7b354aadb0dab12e9bb7408c82c6b66fed
289,9,(((((y*x)*x)*(y*x))*y)*((y*x)*x)),000454887111454887222454887200333886200444886200555886100434666100434777100434888,21773389e1bde1bfcbdcfc65a094a333cf7a43daa7c25c1f40d480afd30b02d3
290,9,(((((y*x)*x)*y)*(y*x))*((y*y)*x)),021454887011454887022454887200343886200543886200545886100434668100434778100434768,f4bcde0ffdc7c5a339978a73fe92c07af4785c64b8510dd93e879a21b18d3a64
291,9,((((y*x)*x)*y)*(((y*x)*y)*(x*y))),021545778021545778021545778022543668022543668022543668011343768011343768011343768,64b678b5dc90e8d438578c9929852b2ebe03a354ea4128cf724615a95fe58b8a
292,9,((((y*x)*x)*y)*(((y*y)*y)*(x*y))),000545778221545778121545778022553668022444668022533668011343767011343766011343888,678be181c782ad2789babf6228c2a2de65c1fb94ce3cb51aaf6007c20aef46ed
293,9,((((((y*x)*y)*x)*y)*(y*x))*(y*y)),000343668221343668121343668011553778011444778011533778022545767022545766022545888,59682ce3746ee3b24726d235aaf3c02b830c12d430c0c6c613a9f9fef7ad28e6
294,7,((((y*y)*x)*y)*((y*y)*x)),012545778011545778022545778022343668022345668022545668011343668011343778011343678,2b33aa9b1a9dbe71dd7abcfdc42f87224780b5419fde2865419ee6385ed1063f
295,9,(((((y*x)*x)*(y*x))*y)*((y*y)*x)),012454887011454887022454887200343886200345886200545886100434668100434778100434678,20729ba91cfe956ef08340b842f0f94aeac18231f44b3de1ab84ea54dbeef9b5
296,9,((((x*x)*x)*(x*y))*(((x*y)*x)*x)),000000000122111111211222222333535333444444444555353555666666776777777667888888888,aa696f886a6fe7bbf1542538ec85ad469b3d2304949f1b0d748ce777f2af1cd7
297,9,((((x*y)*x)*x)*((x*(y*x))*(x*y))),012222111022111111011222222333545333555345333555343555666666778777777668777666678,56f9ad27b2146adb8cd9e09c22193d10aca1f14061d7982afce7bf61f6b6d9d0
298,9,((((x*y)*x)*x)*((x*(y*y))*(x*y))),000222111122111111211222222333535333555444333555353555666666776777777667777666888,f1c75aae0e2aa1e2de71ed8b76003b9e2a301fb811a09049676f7543ad1859eb
299,9,((((x*x)*y)*(x*y))*(((x*y)*x)*x)),012222111021111111021222222333543333555345333555543555666666768777777768777666678,dab3e46356b6421c973b7ddd1b42f5f0cc3913e3acf9e84cb8b64d93033a2867
300,8,((((((x*x)*y)*y)*x)*x)*(x*x)),000222111000111111000222222333444333555444333555444555666666888777777888777666888,9bab95aa687c20f2389879960e2983766a17f0be779f4d08894ce09f9aab2be3
301,9,((((x*y)*x)*x)*(((x*y)*y)*(x*y))),000222111121111111221222222333533333555444333555553555666666766777777767777666888,9996d421236ac5d6f6f5306da35b78d508a2d72fc7e2fb1323a3a40e2732d9fd
302,11,((((((x*x)*y)*y)*x)*(x*x))*(((x*y)*x)*x)),012000000022111111011222222333545333444345444555343555666666778777777668888888678,e5f7197766378473161cd826d3a0707f0298e815c02d7d211c73c0c475b15c61
303,9,((((x*x)*y)*(y*y))*(((x*x)*y)*x)),000000000121222111221222111555533333444444444555553333777666766777666767888888888,c6e7e02ed71658c22c59e3b86b2a7591ea98f12ef78738d673e47fd5c3a07158
304,9,((((x*x)*y)*(y*x))*((x*(y*x))*x)),012000000021222111021222111555543333444345444555543333777666768777666768888888678,e1845314fdc2547f2cac560d11527c617bcd4f8bd6aa3b468badbf22f1aea6f9
305,9,(((((x*y)*y)*x)*((x*y)*y))*(x*x)),000000000121111222221111222333533555444444444333553555666777766666777767888888888,397154a81711d7787b4659bde4e30b1ae6f8f2e0fc7fea56b0869ebc5028bcdd
306,9,(((((x*x)*y)*x)*((x*y)*y))*(x*x)),012000000021111222021111222333543555444345444333543555666777768666777768888888678,bf3e1c98d5028cb5e78b54aac573c7dfee97e1b1776231f4dc9f6a595b49907b
307,9,((((x*x)*y)*x)*((x*(y*y))*(x*y))),000111222122000000211000000444535444333444555444353444888888776888888667666777888,bc6e109692733654bc892223d3647e49f779a1fc92bc0e7831280e84a90a122d
308,9,((((x*x)*y)*(x*y))*((x*(y*x))*x)),012111222021000000021000000444543444333345555444543444888888768888888768666777678,24db794e12d295931db82f45b3a73c81634335193680e1de2d7573332413e884
309,9,((((x*x)*y)*x)*(((x*y)*y)*(x*y))),000111222121000000221000000444533444333444555444553444888888766888888767666777888,b6bbb72c2d2a52f0738a6675e9f5744c503c6f8b7df12715d0dc0d92b95ecda9
310,11,((((x*x)*(x*y))*((x*y)*x))*((x*(y*x))*x)),012111222022222111011222111555545333333345555555343333777666778777666668666777678,0b34c405e2c51686aff3c7b56c22d835315bb98f8ffbb04459485f35977b0ce9
311,9,((((x*x)*y)*(y*x))*(((x*x)*y)*x)),021000000021222111021222111555543333444543444555543333777666768777666768888888768,588e2c10d9ac154a402a0041bc80847a7c65e3ee4965b92719322ca697308d22
312,9,(((((x*y)*y)*x)*((x*x)*y))*(x*x)),021000000021111222021111222333543555444543444333543555666777768666777768888888768,7f7348162bd1109905ab55d7db3d907b6effe42b5255f488b31a69d05b1e42a0
313,9,((((x*x)*y)*(y*x))*(((x*y)*y)*x)),000000000221222111121222111555553333444444444555533333777666767777666766888888888,b1a157e8e105cc39bb0fa193479ef8b47719cc34dedf307f4aea3da503e22b25
314,9,((((x*x)*y)*(x*y))*(((x*y)*y)*x)),000111222221000000121000000444553444333444555444533444888888767888888766666777888,78602151f9f0d6d79fb3f9eabd213bcfabe1a4df0f88f25d8dce5ea7c6696c3f
315,9,((((x*x)*y)*(x*y))*(((x*x)*y)*x)),021111222021000000021000000444543444333543555444543444888888768888888768666777768,7d0e22cdceac4ef41d9754972b305bcc05f58af7d2339f832f2125072c21c5b6
316,11,((((x*x)*(x*y))*((x*y)*x))*(((x*y)*y)*x)),000111222122222111211222111555535333333444555555353333777666776777666667666777888,07cbc6faab64a69b7284805ca84e2d85a424901fdf6fa8b63ab1fcbae47173f7
317,11,((((x*x)*(x*y))*((x*y)*x))*(((x*x)*y)*x)),021111222022222111011222111555545333333543555555343333777666778777666668666777768,a661eccae0f61fcc45a906b2f1fbdb906e7b4fe4752d75a572f48a634c933598
318,11,(((((x*x)*x)*(x*y))*(((x*x)*y)*y))*(x*x)),012000000011111222022111222333343555444345444333545555666777668666777778888888678,f4da7b4986ba21e7cf0170214d641b7f716d7fcaca47566c96c6d146d7098be0
319,10,((((x*x)*(x*y))*x)*(((x*y)*x)*(x*y))),012222111200111222100111222333454555555345333333434555666777887666777886777666678,0dc1a9b37a8aa6e6142690cbe2c1a21c99f2047b6c529977925260efcededbd4
320,11,(((((x*x)*y)*x)*(x*y))*(((x*x)*(x*y))*x)),012222111011111222022111222333343555555345333333545555666777668666777778777666678,a938c3caa145fb3a000735d2d8d69af4f76be22a8eee2fa6c133e43249cdd90f
321,11,(((((x*y)*y)*x)*(x*y))*(((x*x)*(x*y))*x)),000222111211111222122111222333353555555444333333535555666777667666777776777666888,46684429c47ffb0ec87a9f9fdac775e85e0e040ad3f2e28f4f343f25a2cccbcb
322,12,(((((x*x)*x)*y)*((x*y)*x))*(((x*x)*(x*y))*x)),012222111100111222200111222333434555555345333333454555666777886666777887777666678,3f63bd71e8a04d4d5e18a189dfc48afebeb1c5f71e9cda1709ec0feee80f53f8
